Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),7525320,350841,62170,4.62,1.45,2498.46,2636.05,79.28,22.13,4279.65,5418.62
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),348945,15767,62170,-0.09,1.45,0.48,2636.05,89.92,22.13,175.35,5418.62
Bacteria,Streptococcus equi ( 1336 ),Streptococcus ( 1301 ),63824,2884,62170,0.02,1.45,0.32,2636.05,35.9,22.13,80.35,5418.62
Bacteria,Streptococcus australis ( 113107 ),Streptococcus ( 1301 ),25628,1158,62170,4.78,1.45,0.02,2636.05,22.26,22.13,52.03,5418.62
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),15346,693,62170,-0.09,1.45,0.5,2636.05,10.75,22.13,64.51,5418.62
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),14536,664,62170,0.32,1.45,26.09,2636.05,43.83,22.13,14.97,5418.62
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),10243,464,62170,0.42,1.45,4.51,2636.05,1.91,22.13,241.94,5418.62
Viruses,Influenza A virus ( 11320 ),Influenzavirus A ( 197911 ),7928,79,67,-0.01,-0.01,0.68,0.68,100.0,100.0,0.79,0.79
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),6256,282,62170,-0.05,1.45,7.57,2636.05,7.23,22.13,39.1,5418.62
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),4029,180,62170,-0.11,1.45,13.7,2636.05,2.22,22.13,82.16,5418.62
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),2257,101,62170,-0.16,1.45,6.32,2636.05,8.02,22.13,12.73,5418.62
Bacteria,Streptococcus iniae ( 1346 ),Streptococcus ( 1301 ),2000,90,62170,0.61,1.45,0.68,2636.05,75.26,22.13,1.2,5418.62
Bacteria,Streptococcus infantarius ( 102684 ),Streptococcus ( 1301 ),1862,84,62170,-0.21,1.45,0.09,2636.05,2.96,22.13,28.47,5418.62
Bacteria,Candidatus Protochlamydia amoebophila ( 362787 ),Candidatus Protochlamydia ( 282132 ),1806,57,5,3.82,3.34,0.16,0.16,29.8,31.82,1.9,2.15
Bacteria,Streptococcus mutans ( 1309 ),Streptococcus ( 1301 ),1251,56,62170,-0.13,1.45,0.25,2636.05,28.7,22.13,1.97,5418.62
Bacteria,Streptococcus sp. oral taxon 058 ( 712622 ),Streptococcus ( 1301 ),1204,54,62170,-0.02,1.45,0.07,2636.05,26.7,22.13,2.04,5418.62
Bacteria,Criblamydia sequanensis ( 340071 ),Criblamydia ( 340070 ),1168,48,29,11.17,11.17,0.77,0.77,27.19,27.19,1.45,1.45
Bacteria,Melissococcus plutonius ( 33970 ),Melissococcus ( 33969 ),1020,12,10,-0.16,-0.12,0.07,0.14,80.22,80.22,0.16,0.16
Bacteria,Streptococcus dysgalactiae ( 1334 ),Streptococcus ( 1301 ),971,43,62170,-0.04,1.45,1.02,2636.05,4.26,22.13,10.31,5418.62
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),894,40,62170,-0.12,1.45,0.23,2636.05,2.37,22.13,17.06,5418.62
Bacteria,Streptococcus pyogenes ( 1314 ),Streptococcus ( 1301 ),776,35,62170,0.04,1.45,0.61,2636.05,1.28,22.13,27.45,5418.62
Bacteria,Streptococcus thermophilus ( 1308 ),Streptococcus ( 1301 ),720,32,62170,-0.13,1.45,1.5,2636.05,2.24,22.13,14.52,5418.62
Bacteria,Streptococcus suis ( 1307 ),Streptococcus ( 1301 ),555,27,62170,0.9,1.45,3.35,2636.05,2.58,22.13,9.65,5418.62
Bacteria,uncultured Pseudaminobacter sp. ( 292275 ),Pseudaminobacter ( 93368 ),453,4,4,100.0,100.0,0.05,0.05,0.0,-0.31,0.0,0.09
Stramenopiles (heterokonts),Chrysodidymus synuroideus ( 47573 ),Chrysodidymus ( 47572 ),453,4,2,-0.0,-0.0,0.02,0.02,100.0,100.0,0.05,0.05
Bacteria,Streptococcus infantis ( 68892 ),Streptococcus ( 1301 ),390,17,62170,0.22,1.45,0.02,2636.05,2.44,22.13,7.23,5418.62
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),383,17,62170,-0.21,1.45,0.29,2636.05,4.32,22.13,4.01,5418.62
Bacteria,Streptococcus dentisani ( 1458253 ),Streptococcus ( 1301 ),278,12,62170,-0.13,1.45,0.23,2636.05,20.55,22.13,0.61,5418.62
Bacteria,Streptococcus acidominimus ( 1326 ),Streptococcus ( 1301 ),251,12,62170,5.13,1.45,0.18,2636.05,100.0,22.13,0.11,5418.62
Bacteria,Austwickia chelonae ( 100225 ),Austwickia ( 1184606 ),226,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Apicocomplexa,Ascogregarina barretti ( 247477 ),Ascogregarina ( 158378 ),226,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Physochlaina orientalis ( 451527 ),Physochlaina ( 337184 ),226,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Panarthropoda,Capnia bifrons ( 608843 ),Capnia ( 173782 ),226,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Fungi,Phaeosphaeriopsis sp. KH00317 ( 752626 ),Phaeosphaeriopsis ( 228211 ),226,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),226,2,2,-0.17,-0.17,0.02,0.02,100.0,100.0,0.02,0.02
Bacteria,Streptococcus canis ( 1329 ),Streptococcus ( 1301 ),148,6,62170,0.02,1.45,0.27,2636.05,99.0,22.13,0.07,5418.62
Bacteria,Hydrogenobacter thermophilus ( 940 ),Hydrogenobacter ( 939 ),125,9,10,13.07,12.88,0.75,0.75,1.29,1.29,0.02,0.02
Bacteria,uncultured Streptococcus sp. ( 83427 ),Streptococcus ( 1301 ),106,73,62170,1.41,1.45,51.92,2636.05,0.0,22.13,0.0,5418.62
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),90,4,62170,0.05,1.45,8.4,2636.05,1.58,22.13,2.56,5418.62
Bacteria,Motilibacter sp. Pao15 ( 1480994 ),Motilibacter ( 1434021 ),52,1,1,48.2,48.2,0.02,0.02,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Bryonia dioica ( 3652 ),Bryonia ( 3651 ),46,1,1,31.96,31.96,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Streptococcus sp. PSH2 ( 118670 ),Streptococcus ( 1301 ),43,29,62170,41.34,1.45,0.72,2636.05,0.0,22.13,0.0,5418.62
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),34,1,62170,-0.12,1.45,0.2,2636.05,7.7,22.13,0.2,5418.62
Bacteria,Waddlia chondrophila ( 71667 ),Waddlia ( 71666 ),26,2,0,0.42,0.42,0.05,0.05,9.96,9.96,0.27,0.27
Bacteria,Streptococcus oligofermentans ( 195041 ),Streptococcus ( 1301 ),17,0,62170,-0.08,1.45,1.09,2636.05,3.27,22.13,0.25,5418.62
