Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),2,1,2,1.26,1.26,1.27,1.27,0.33,0.33,0.04,0.04
Fungi,Pandora kondoiensis ( 176681 ),Pandora ( 76016 ),1,1,0,47.46,1.21,0.02,0.02,0.0,0.0,0.0,0.0
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),1,0,0,3.31,3.31,0.11,0.11,0.0,0.0,0.0,0.0
Bacteria,Ideonella azotifigens ( 513160 ),Ideonella ( 36862 ),1,1,0,79.63,0.63,0.02,0.02,0.0,-0.3,0.0,0.02
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,3.2,3.2,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Torque teno virus 6 ( 687345 ),Alphatorquevirus ( 687331 ),0,4,0,100.0,0.08,0.04,0.09,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.33,1.33,0.13,0.13,0.0,0.0,0.0,0.0
Viruses,Torque teno virus 5 ( 687344 ),Alphatorquevirus ( 687331 ),0,2,0,100.0,0.08,0.02,0.09,0.0,0.0,0.0,0.0
Viruses,Torque teno virus 15 ( 687354 ),Alphatorquevirus ( 687331 ),0,2,0,100.0,0.08,0.02,0.09,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Streptococcus phage DT1 ( 90410 ),Sfi21dtunalikevirus ( 1623304 ),0,0,0,15.88,0.5,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Salinibacterium sp. E14 ( 392162 ),Salinibacterium ( 235888 ),0,0,0,1.7,0.7,0.02,0.02,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Apium graveolens ( 4045 ),Apium ( 4044 ),0,0,0,0.98,0.98,0.02,0.02,0.0,0.0,0.0,0.0
Mammalia,Chlorocebus aethiops ( 9534 ),Chlorocebus ( 392815 ),0,0,0,1.48,0.29,0.04,0.25,0.0,0.0,0.0,0.0
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.2,0.29,0.2,0.25,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.28,0.27,0.13,0.13,0.0,0.0,0.0,0.0
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,0.19,0.19,0.02,0.02,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.03,0.03,0.13,0.13,0.0,0.0,0.0,0.0
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.21,0.0,0.02,0.0,-0.16,0.0,0.07,0.0
Environmental samples,uncultured bacterium HF0010_04H24 ( 542472 ),No genus ( -1 ),0,0,0,-0.23,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Bacteria,Flavobacteriaceae bacterium 3519-10 ( 531844 ),No genus ( -1 ),0,0,0,-0.3,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Burkholderia phage Bcep22 ( 242527 ),No genus ( -1 ),0,0,0,-0.27,0.0,0.02,0.0,0.0,0.0,0.0,0.0
