Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Stramenopiles (heterokonts),Roundia cardiophora ( 1403802 ),Roundia ( 1403801 ),1138,11,11,99.0,99.0,0.12,0.12,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Stephanodiscus hantzschii ( 29207 ),Stephanodiscus ( 29206 ),871,8,8,100.0,100.0,0.09,0.09,0.0,0.0,0.0,0.0
Eukaryotes,Glaucomides sp. 1 TS-2013 ( 1349813 ),Glaucomides ( 289480 ),580,5,8,100.0,100.0,0.06,0.09,0.0,0.0,0.0,0.0
Fungi,Pluteus pouzarianus ( 160935 ),Pluteus ( 68743 ),580,5,5,100.0,100.0,0.06,0.06,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Synedra hyperborea ( 265534 ),Synedra ( 191584 ),580,5,5,100.0,100.0,0.06,0.06,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Chlorococcum echinozygotum ( 48000 ),Chlorococcum ( 44649 ),580,5,5,100.0,100.0,0.06,0.06,0.0,0.0,0.0,0.0
Eukaryotes,Glaucoma chattoni ( 5883 ),Glaucoma ( 5882 ),580,5,5,100.0,100.0,0.06,0.06,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Skeletonema pseudocostatum ( 41457 ),Skeletonema ( 2842 ),511,8,6,99.0,59.3,0.09,0.12,0.0,0.0,0.0,0.0
Eukaryotes,Bromeliophrya sp. 1 TS-2013 ( 1349812 ),Bromeliophrya ( 289477 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Glaucomides sp. 2 TS-2013 ( 1349814 ),Glaucomides ( 289480 ),290,2,8,100.0,100.0,0.03,0.09,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Adiantum capillus-veneris ( 13818 ),Adiantum ( 13817 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Fungi,Botryobasidium candicans ( 139383 ),Botryobasidium ( 68793 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Azadinium dalianense ( 1428570 ),Azadinium ( 632149 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage Phi12 ( 186152 ),3alikevirus ( 1623273 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Cnidaria (jelly fish and similar),Colpophyllia natans ( 242718 ),Colpophyllia ( 242717 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Achnanthes brevipes ( 265541 ),Achnanthes ( 216727 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Acanthocystis sp. Oxford1 ( 299870 ),Acanthocystis ( 299834 ),290,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
