Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Eukaryotes,Peranema trichophorum ( 56466 ),Peranema ( 56465 ),40546,405,806,100.0,100.0,4.03,4.03,100.0,100.0,0.02,0.02
Stramenopiles (heterokonts),Skeletonema pseudocostatum ( 41457 ),Skeletonema ( 2842 ),1837,18,20,99.0,99.0,0.19,0.21,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Synedra hyperborea ( 265534 ),Synedra ( 191584 ),937,9,9,100.0,100.0,0.09,0.09,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Asterionella formosa ( 210441 ),Asterionella ( 35129 ),918,9,9,99.0,99.0,0.09,0.09,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Stephanodiscus hantzschii ( 29207 ),Stephanodiscus ( 29206 ),703,7,11,100.0,100.0,0.07,0.12,0.0,0.0,0.0,0.0
Eukaryotes,Gyrodinium rubrum ( 244962 ),Gyrodinium ( 60594 ),703,7,7,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Navicula sp. s0020 ( 515481 ),Navicula ( 50949 ),515,7,6,100.0,73.34,0.07,0.09,0.0,0.0,0.0,0.0
Panarthropoda,Crangon franciscorum ( 307031 ),Crangon ( 98082 ),468,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Cymatopleura elliptica ( 303462 ),Cymatopleura ( 303461 ),468,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Eukaryotes,Euglena clara ( 215708 ),Euglena ( 3038 ),391,11,15,100.0,33.45,0.12,0.12,0.0,100.0,0.0,0.02
Stramenopiles (heterokonts),Roundia cardiophora ( 1403802 ),Roundia ( 1403801 ),269,4,4,61.89,61.89,0.07,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Stephanodiscus binderanus ( 382368 ),Stephanodiscus ( 29206 ),234,2,11,100.0,100.0,0.02,0.12,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Ulothrix zonata ( 43941 ),Ulothrix ( 43940 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Fragilaria bidens ( 432268 ),Fragilaria ( 33644 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Stephanodiscus niagarae ( 29208 ),Stephanodiscus ( 29206 ),234,2,11,100.0,100.0,0.02,0.12,0.0,0.0,0.0,0.0
Eukaryotes,Bromeliophrya sp. 1 TS-2013 ( 1349812 ),Bromeliophrya ( 289477 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Eukaryotes,Streblomastix strix ( 222440 ),Streblomastix ( 222439 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Fungi,Lepista nuda ( 64659 ),Lepista ( 64652 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Segmented Worms (earthworms and below),Lumbricus terrestris ( 6398 ),Lumbricus ( 6397 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Eukaryotes,Ichthyobodo salmonis ( 1005362 ),Ichthyobodo ( 155202 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Chattonella marina ( 90936 ),Chattonella ( 44439 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Eukaryotes,Moneuplotes crassus ( 5936 ),Moneuplotes ( 152459 ),234,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Deuterostomes,Esox lucius ( 8010 ),Esox ( 8009 ),234,2,2,-0.14,-0.19,0.02,0.02,100.0,100.0,0.02,0.02
Stramenopiles (heterokonts),Navicula lanceolata ( 265549 ),Navicula ( 50949 ),171,2,6,100.0,73.34,0.02,0.09,0.0,0.0,0.0,0.0
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),169,147,10,23.87,1.23,5.62,6.52,10.48,0.34,1.27,1.31
Stramenopiles (heterokonts),Skeletonema costatum ( 2843 ),Skeletonema ( 2842 ),94,0,20,40.92,99.0,0.02,0.21,0.0,0.0,0.0,0.0
Fungi,Candida sp. YSF2 ( 485228 ),Candida ( 5475 ),83,25,1,100.0,3.23,0.26,0.37,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Thalassiosira weissflogii ( 67004 ),Thalassiosira ( 35127 ),74,11,3,99.0,6.42,0.12,0.52,0.0,1.02,0.0,0.09
Viridiplantae (green plants),Trichosarcina mucosa ( 141643 ),Trichosarcina ( 141642 ),63,8,8,7.13,7.13,1.24,1.24,0.0,0.0,0.0,0.0
Panarthropoda,Massila sp. 1MBG ( 397443 ),Massila ( 390094 ),46,1,1,44.3,44.3,0.02,0.02,0.0,0.0,0.0,0.0
Eukaryotes,Kryptoperidinium foliaceum ( 160619 ),Kryptoperidinium ( 160618 ),41,1,1,20.93,20.93,0.09,0.09,0.0,0.0,0.0,0.0
