Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),126642,12393,11470,12.72,10.29,966.85,1003.92,0.69,1.14,137.31,218.99
Bacteria,Buttiauxella agrestis ( 82977 ),Buttiauxella ( 82976 ),18846,190,197,99.0,99.0,1.92,2.0,0.0,0.0,0.0,0.0
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),4158,1289,11470,15.0,10.29,19.62,1003.92,99.0,1.14,10.05,218.99
Bacteria,Klebsiella sp. SW2 ( 1570431 ),Klebsiella ( 570 ),3731,362,11470,100.0,10.29,3.63,1003.92,0.0,1.14,0.0,218.99
Bacteria,Shimwellia blattae ( 563 ),Shimwellia ( 1335483 ),2239,64,4,0.22,0.22,0.12,0.12,34.57,34.57,1.87,1.87
Bacteria,Enterobacter ludwigii ( 299767 ),Enterobacter ( 547 ),2119,2139,95,40.07,0.99,53.38,110.36,28.74,-0.13,0.02,2.87
Bacteria,Klebsiella singaporensis ( 157589 ),Klebsiella ( 570 ),1834,178,11470,99.0,10.29,1.8,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. enrichment culture clone SRC_DSA8 ( 720786 ),Klebsiella ( 570 ),1602,155,11470,100.0,10.29,1.56,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. NB5 ( 388368 ),Klebsiella ( 570 ),1126,109,11470,100.0,10.29,1.1,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. pt5 ( 254055 ),Klebsiella ( 570 ),1016,98,11470,99.0,10.29,1.0,1003.92,0.0,1.14,0.0,218.99
Bacteria,Enterobacter sp. NJ-1 ( 402290 ),Enterobacter ( 547 ),1014,1024,95,99.0,0.99,10.34,110.36,0.0,-0.13,0.0,2.87
Bacteria,Erwinia sp. Ejp617 ( 215689 ),Erwinia ( 551 ),976,347,12,94.45,2.81,3.68,4.87,0.0,-0.3,0.0,0.15
Bacteria,Pectobacterium wasabiae ( 55208 ),Pectobacterium ( 122277 ),733,162,26,28.1,4.51,5.79,6.18,-0.0,-0.26,0.02,0.1
Bacteria,uncultured Buttiauxella sp. ( 389339 ),Buttiauxella ( 82976 ),722,7,197,100.0,99.0,0.07,2.0,0.0,0.0,0.0,0.0
Bacteria,Pantoea ananatis ( 553 ),Pantoea ( 53335 ),495,225,12,-0.37,0.38,0.02,4.84,16.68,2.2,13.51,13.56
Bacteria,Klebsiella sp. III ( 394941 ),Klebsiella ( 570 ),425,41,11470,100.0,10.29,0.41,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. KYS ( 1640664 ),Klebsiella ( 570 ),325,31,11470,100.0,10.29,0.32,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. OC-B2-2 ( 363637 ),Klebsiella ( 570 ),275,26,11470,100.0,10.29,0.27,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. E1 ( 361309 ),Klebsiella ( 570 ),275,26,11470,100.0,10.29,0.27,1003.92,0.0,1.14,0.0,218.99
Bacteria,Averyella dalhousiensis ( 347015 ),Averyella ( 347014 ),243,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Trabulsiella odontotermitis ( 379893 ),Trabulsiella ( 158851 ),243,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Enterobacter lignolyticus ( 1334193 ),Enterobacter ( 547 ),210,211,95,16.59,0.99,12.78,110.36,0.28,-0.13,0.1,2.87
Bacteria,Klebsiella sp. XW111 ( 318429 ),Klebsiella ( 570 ),200,19,11470,100.0,10.29,0.19,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. J2-K ( 1640609 ),Klebsiella ( 570 ),175,17,11470,100.0,10.29,0.17,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. IX ( 394942 ),Klebsiella ( 570 ),175,17,11470,100.0,10.29,0.17,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. enrichment culture clone SRC_DSB14 ( 720793 ),Klebsiella ( 570 ),175,17,11470,100.0,10.29,0.17,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. SG47 ( 1093628 ),Klebsiella ( 570 ),150,14,11470,100.0,10.29,0.15,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. PKBSG14 ( 1458698 ),Klebsiella ( 570 ),125,12,11470,100.0,10.29,0.12,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. SOZ3-5012 ( 1200416 ),Klebsiella ( 570 ),125,12,11470,100.0,10.29,0.12,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. E6 ( 361310 ),Klebsiella ( 570 ),123,12,11470,99.0,10.29,0.12,1003.92,0.0,1.14,0.0,218.99
Bacteria,Enterobacter aerogenes ( 548 ),Enterobacter ( 547 ),118,119,95,10.03,0.99,11.93,110.36,0.31,-0.13,0.41,2.87
Bacteria,Klebsiella sp. SS6 ( 417230 ),Klebsiella ( 570 ),100,9,11470,100.0,10.29,0.1,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. C13 ( 1299486 ),Klebsiella ( 570 ),100,9,11470,100.0,10.29,0.1,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. enrichment culture clone NK-2 ( 1513483 ),Klebsiella ( 570 ),99,9,11470,99.0,10.29,0.1,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. enrichment culture clone SRC_DSA17 ( 720771 ),Klebsiella ( 570 ),99,9,11470,99.0,10.29,0.1,1003.92,0.0,1.14,0.0,218.99
Bacteria,uncultured Kluyvera sp. ( 286549 ),Kluyvera ( 579 ),79,19,2,99.0,4.12,0.19,0.75,0.0,-0.16,0.0,0.02
Fungi,Dactylaria purpurella ( 228887 ),Dactylaria ( 47274 ),76,2,0,100.0,31.4,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Klebsiella sp. GB7 ( 1398323 ),Klebsiella ( 570 ),75,7,11470,100.0,10.29,0.07,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. BD9 ( 1398315 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. HPC 599 ( 339645 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. HHP1 ( 1331487 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. sc-2 ( 409490 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. HPC67 ( 324640 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. ZP08 ( 1555210 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. enrichment culture clone SRC_DSD18 ( 763872 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. 4110 ( 570192 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. SO-C4-52 ( 362562 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella milletis ( 223378 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. I5 ( 572005 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. VITPGP5AB ( 875799 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. IICDBZ7 ( 1115487 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. HaNA18 ( 930470 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Klebsiella sp. enrichment culture clone SRC_DSB19 ( 720798 ),Klebsiella ( 570 ),50,4,11470,100.0,10.29,0.05,1003.92,0.0,1.14,0.0,218.99
Bacteria,Enterobacter sp. 638 ( 399742 ),Enterobacter ( 547 ),48,49,95,4.22,0.99,11.59,110.36,0.25,-0.13,1.34,2.87
Bacteria,Enterobacter sp. DAR06 ( 1116204 ),Enterobacter ( 547 ),45,45,95,99.0,0.99,0.46,110.36,0.0,-0.13,0.0,2.87
Bacteria,Candidatus Steffania adelgidicola ( 1076626 ),Candidatus Steffania ( 1076625 ),44,1,1,42.54,42.54,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Klebsiella sp. ( 576 ),Klebsiella ( 570 ),43,18,11470,100.0,10.29,0.02,1003.92,37.77,1.14,0.44,218.99
Bacteria,Enterobacter sp. SA-2 ( 399508 ),Enterobacter ( 547 ),42,43,95,99.0,0.99,0.44,110.36,0.0,-0.13,0.0,2.87
Bacteria,Kluyvera ascorbata ( 51288 ),Kluyvera ( 579 ),39,9,2,99.0,4.12,0.1,0.75,-0.11,-0.16,0.02,0.02
Bacteria,Erwinia sp. Atl-10 ( 409616 ),Erwinia ( 551 ),27,9,12,100.0,2.81,0.1,4.87,0.0,-0.3,0.0,0.15
Bacteria,Erwinia sp. CBU054A ( 1546819 ),Erwinia ( 551 ),27,9,12,100.0,2.81,0.1,4.87,0.0,-0.3,0.0,0.15
Bacteria,Enterobacter sp. ( 42895 ),Enterobacter ( 547 ),26,26,95,99.0,0.99,0.27,110.36,0.0,-0.13,0.0,2.87
Bacteria,uncultured Klebsiella sp. ( 284011 ),Klebsiella ( 570 ),25,2,11470,1.97,10.29,1.27,1003.92,0.0,1.14,0.0,218.99
