Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Panarthropoda,Ophiomyia sp. Opcam-1 ( 414279 ),Ophiomyia ( 341050 ),825,8,8,100.0,100.0,0.08,0.08,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Eleocharis vivipara ( 63338 ),Eleocharis ( 46324 ),825,8,8,100.0,100.0,0.08,0.08,0.0,0.0,0.0,0.0
Panarthropoda,Philodromus subaureolus ( 1112463 ),Philodromus ( 336567 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Kavinia sp. FO25092 ( 139163 ),Kavinia ( 80652 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Parachloroidium sp. cort23 ( 1431579 ),Parachloroidium ( 1408195 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Forsythia sp. Reeves 11 ( 219749 ),Forsythia ( 55182 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Polylepis quadrijuga ( 281899 ),Polylepis ( 137449 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Lichtensteinia obscura ( 318020 ),Lichtensteinia ( 318018 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Sargentodoxa cuneata ( 50506 ),Sargentodoxa ( 50505 ),412,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Motilibacter rhizosphaerae ( 598652 ),Motilibacter ( 1434021 ),365,4,3,100.0,88.65,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Grylloblatta n. sp. 'Trout Lake' ( 378504 ),Grylloblatta ( 58612 ),253,4,2,100.0,61.45,0.04,0.04,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Salmonella phage SS3e ( 293644 ),Jerseylikevirus ( 1623291 ),149,4,1,100.0,36.23,0.04,0.04,0.0,0.08,0.0,0.04
Panarthropoda,Trichogramma chilonis ( 53598 ),Trichogramma ( 7490 ),133,3,1,80.79,39.89,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Diplodia seriata ( 420778 ),Diplodia ( 66735 ),119,4,1,100.0,28.88,0.04,0.04,0.0,0.0,0.0,0.0
Archaea,Methanolacinia petrolearia ( 54120 ),Methanolacinia ( 230355 ),80,1,1,44.13,44.13,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Dermatophilus crocodyli ( 119980 ),Dermatophilus ( 1862 ),29,12,0,100.0,2.35,0.12,0.12,0.0,0.0,0.0,0.0
Mammalia,Mus musculus ( 10090 ),Mus ( 10088 ),28,1,1,-0.13,-0.13,0.08,0.08,18.55,18.55,0.08,0.08
Bacteria,Xenophilus sp. BM2.09-117 ( 1341545 ),Xenophilus ( 151754 ),23,4,0,100.0,5.64,0.04,0.08,0.0,-0.23,0.0,1.24
