Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Austwickia chelonae ( 100225 ),Austwickia ( 1184606 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Amoebozoa,Hartmannella sp. V5 ( 1125509 ),Hartmannella ( 5777 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Dicyrtomina minuta ( 1387116 ),Dicyrtomina ( 438491 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Acaphyllisa deutziasis ( 1452648 ),Acaphyllisa ( 1452647 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Thermoflexus hugenholtzii ( 1495650 ),Thermoflexus ( 1495649 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Amoebozoa,Difflugia tuberspinifera ( 1603556 ),Difflugia ( 1165355 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Cyphellopsis anomala ( 176358 ),Cyphellopsis ( 139265 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,uncultured Pseudaminobacter sp. ( 292275 ),Pseudaminobacter ( 93368 ),410,4,4,100.0,100.0,0.04,0.04,0.0,-0.32,0.0,0.08
Panarthropoda,Lasius subumbratus ( 484376 ),Lasius ( 7482 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Segmented Worms (earthworms and below),Capitella capitata ( 51294 ),Capitella ( 51293 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Salinisphaera sp. S19-3-2 ( 564053 ),Salinisphaera ( 180541 ),410,4,4,100.0,100.0,0.04,0.04,0.0,-0.15,0.0,3.94
Fungi,Russula rosacea ( 60115 ),Russula ( 5402 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Gymnochiromyia sp. ISW-2010 ( 716638 ),Gymnochiromyia ( 716637 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Himanthalia elongata ( 74478 ),Himanthalia ( 74477 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Poa trivialis ( 89684 ),Poa ( 4544 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Lygus vanduzeei ( 932746 ),Lygus ( 30084 ),410,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Myrothecium sp. W MG-2013 ( 1415588 ),Myrothecium ( 5531 ),252,3,3,78.36,78.36,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Darmera peltata ( 23246 ),Darmera ( 23245 ),48,1,1,34.54,34.54,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Petroselinum crispum ( 4043 ),Petroselinum ( 4042 ),47,1,1,24.03,24.03,0.08,0.08,0.0,0.0,0.0,0.0
Panarthropoda,Sturnophagoides bakeri ( 474297 ),Sturnophagoides ( 474296 ),38,1,1,30.57,30.57,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Sistotrema alboluteum ( 254668 ),Sistotrema ( 139131 ),32,4,0,100.0,7.99,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Nageia fleuryi ( 147279 ),Nageia ( 36011 ),27,4,0,100.0,6.68,0.04,0.04,0.0,0.0,0.0,0.0
