Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Salmonella enterica ( 28901 ),Salmonella ( 590 ),77142,3886,6038,18.93,20.13,201.31,235.23,5.58,5.54,13.57,13.59
Bacteria,Citrobacter amalonaticus ( 35703 ),Citrobacter ( 544 ),62478,2760,5433,30.32,22.63,91.06,227.28,-0.08,1.27,0.05,13.21
Bacteria,Citrobacter freundii ( 546 ),Citrobacter ( 544 ),32666,1470,5433,31.78,22.63,45.36,227.28,9.54,1.27,3.01,13.21
Bacteria,Citrobacter koseri ( 545 ),Citrobacter ( 544 ),21366,968,5433,11.64,22.63,80.98,227.28,4.62,1.27,5.53,13.21
Bacteria,Salmonella bongori ( 54736 ),Salmonella ( 590 ),14084,699,6038,22.8,20.13,30.68,235.23,0.3,5.54,0.02,13.59
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),12322,2779,5792,0.27,0.35,913.87,1117.1121572641819,5.1,4.83,496.63,602.98
Bacteria,Serratia sp. ES-1 ( 400648 ),Serratia ( 613 ),10055,1391,735,65.08,7.22,21.39,87.41,0.0,1.19,0.0,8.67
Bacteria,Shigella flexneri ( 623 ),Shigella ( 620 ),8011,4608,4351,4.38,1.74,1037.45,1361.9,2.08,1.45,31.69,35.24
Bacteria,Serratia marcescens ( 615 ),Serratia ( 613 ),3382,472,735,9.18,7.22,50.91,87.41,1.28,1.19,3.6,8.67
Bacteria,Franconibacter helveticus ( 357240 ),Franconibacter ( 1649295 ),2902,72,32,89.19,40.22,0.81,0.81,0.0,0.0,0.0,0.0
Bacteria,Yersinia pestis ( 632 ),Yersinia ( 629 ),2515,711,211,28.89,3.53,24.37,27.79,6.89,4.08,1.06,18.08
Bacteria,Kluyvera ascorbata ( 51288 ),Kluyvera ( 579 ),2248,186,25,99.0,12.07,1.88,2.16,-0.06,-0.09,0.07,0.08
Bacteria,Serratia sp. MG-2011-85-GX ( 1041763 ),Serratia ( 613 ),1913,264,735,99.0,7.22,2.68,87.41,0.0,1.19,0.0,8.67
