Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Eukaryotes,Fergusobia sp. UPG M. decora ( 592161 ),Fergusobia ( 287719 ),833,103,103,8.07,8.07,12.81,12.81,0.0,0.0,0.0,0.0
Bacteria,Austwickia chelonae ( 100225 ),Austwickia ( 1184606 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Dictyocoela sp. 7 JEI-2011 ( 1076506 ),Dictyocoela ( 279531 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Chapmannia somalensis ( 108224 ),Chapmannia ( 108220 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Metalistrophorus pagenstecheri ( 1111258 ),Metalistrophorus ( 1111257 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Lichenostigma chlaroterae ( 1385571 ),Lichenostigma ( 1385569 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Aphidius ervi ( 37627 ),Aphidius ( 37852 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Blastocladiella emersonii ( 4808 ),Blastocladiella ( 4807 ),435,4,4,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Influenza A virus ( 11320 ),Influenzavirus A ( 197911 ),435,4,39,-0.05,-0.05,0.39,0.39,100.0,100.0,0.04,0.04
Stramenopiles (heterokonts),Thraustotheca clavata ( 74557 ),Thraustotheca ( 74556 ),427,4,4,99.0,99.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Stirlingia anethifolia ( 1598141 ),Stirlingia ( 83742 ),283,3,3,80.69,80.69,0.04,0.04,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Burkholderia phage phiE255 ( 431894 ),Bcepmulikevirus ( 1198139 ),283,3,3,80.69,80.69,0.04,0.04,0.0,0.0,0.0,0.0
Archaea,Ignicoccus hospitalis ( 160233 ),Ignicoccus ( 54258 ),282,3,3,80.56,80.56,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Lewisia nevadensis ( 384560 ),Lewisia ( 89080 ),183,2,2,64.93,64.93,0.04,0.04,0.0,0.0,0.0,0.0
Eukaryotes,Goniomonas truncata ( 31325 ),Goniomonas ( 31324 ),135,2,2,55.72,55.72,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Human herpesvirus 1 ( 10298 ),Simplexvirus ( 10294 ),133,8,1,100.0,15.28,0.09,0.09,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Urtica gracilis ( 1435576 ),Urtica ( 3500 ),122,4,1,100.0,28.02,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Millettia pachycarpa ( 690557 ),Millettia ( 53625 ),61,4,1,100.0,14.19,0.04,0.13,0.0,0.0,0.0,0.0
Panarthropoda,Sturnophagoides bakeri ( 474297 ),Sturnophagoides ( 474296 ),46,1,1,32.51,32.51,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Cystobasidium minutum ( 29899 ),Cystobasidium ( 203525 ),34,4,3,9.5,7.52,0.48,0.48,0.0,0.0,0.0,0.0
Eukaryotes,Creolimax fragrantissima ( 470921 ),Creolimax ( 1040653 ),14,1,2,6.21,6.21,0.13,0.13,14.9,14.9,0.04,0.04
Panarthropoda,Anthomyza macra ( 500285 ),Anthomyza ( 500277 ),13,3,3,3.78,3.78,0.96,0.96,0.0,0.0,0.0,0.0
Bacteria,Microbulbifer sp. JAM-3301 ( 1081041 ),Microbulbifer ( 48073 ),12,0,0,17.0,17.0,0.04,0.04,-0.26,-0.29,0.09,0.09
Panarthropoda,Bombyx mandarina ( 7092 ),Bombyx ( 7090 ),12,8,0,100.0,1.41,0.09,0.09,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Millettia pinnata ( 56065 ),Millettia ( 53625 ),11,0,1,9.35,14.19,0.09,0.13,0.0,0.0,0.0,0.0
Panarthropoda,Spodoptera frugiperda ( 7108 ),Spodoptera ( 7106 ),10,4,0,99.0,2.51,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Podosphaera negeri ( 683377 ),Podosphaera ( 62701 ),9,4,0,100.0,2.12,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Crotalaria triquetra ( 1208124 ),Crotalaria ( 3828 ),7,4,0,100.0,1.83,0.04,0.09,0.0,0.0,0.0,0.0
Fungi,Mortierella longicollis ( 201722 ),Mortierella ( 4855 ),6,4,0,100.0,1.52,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Corollospora pulchella ( 201938 ),Corollospora ( 45809 ),3,1,0,8.48,3.27,0.13,0.13,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Podophyllum peltatum ( 35933 ),Podophyllum ( 35932 ),3,0,0,9.11,9.11,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Photorhizobium thompsonianum ( 29453 ),Photorhizobium ( 29451 ),1,0,0,6.65,6.65,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Glycine max ( 3847 ),Glycine ( 3846 ),1,1,1,0.89,0.97,2.0,2.18,0.0,-0.13,0.0,0.04
Fungi,Metschnikowia australis ( 27321 ),Metschnikowia ( 27320 ),1,0,0,10.49,3.31,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Dermatophagoides farinae ( 6954 ),Dermatophagoides ( 6953 ),1,0,0,6.06,4.47,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Emericella sp. SS-S10 ( 747344 ),Emericella ( 5071 ),0,0,0,4.34,4.34,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Demodex folliculorum ( 481310 ),Demodex ( 188544 ),0,0,0,1.61,1.61,0.31,0.31,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Pisum sativum ( 3888 ),Pisum ( 3887 ),0,0,0,1.36,1.36,0.39,0.39,0.0,0.0,0.0,0.0
Fungi,Trichosporon loubieri ( 82519 ),Trichosporon ( 5552 ),0,1,0,4.65,0.47,0.31,0.39,0.0,0.0,0.0,0.0
Fungi,Stereum rugosum ( 55358 ),Stereum ( 5644 ),0,3,0,76.95,0.14,0.04,0.13,0.0,0.27,0.0,0.04
Viridiplantae (green plants),Glycine tomentella ( 44015 ),Glycine ( 3846 ),0,0,1,5.35,0.97,0.09,2.18,0.0,-0.13,0.0,0.04
Deuterostomes,Callorhinchus milii ( 7868 ),Callorhinchus ( 7866 ),0,0,0,3.22,3.22,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Peronospora destructor ( 86335 ),Peronospora ( 70742 ),0,4,0,100.0,0.09,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Peromyscus maniculatus ( 10042 ),Peromyscus ( 10040 ),0,0,0,2.9,2.9,0.04,0.04,0.0,0.0,0.0,0.0
Plasmodium Slime Molds,Fuligo septica ( 159720 ),Fuligo ( 159719 ),0,0,0,2.89,2.52,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Bazzania trilobata ( 13808 ),Bazzania ( 13807 ),0,0,0,2.44,2.44,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Fomitiporia mediterranea ( 208960 ),Fomitiporia ( 167346 ),0,0,0,2.44,2.44,0.04,0.04,0.0,0.0,0.0,0.0
Deuterostomes,Corvus cornix ( 181096 ),Corvus ( 30420 ),0,0,0,1.7,1.54,0.09,0.13,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Sideritis romana ( 155260 ),Sideritis ( 155231 ),0,0,0,2.23,2.23,0.04,0.04,0.0,0.0,0.0,0.0
Archaea,Methanosphaerula palustris ( 475088 ),Methanosphaerula ( 475087 ),0,0,0,1.52,1.52,0.09,0.09,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Lupinus sarmentosus ( 384425 ),Lupinus ( 3869 ),0,0,0,2.5,1.63,0.04,0.04,0.0,0.0,0.0,0.0
Deuterostomes,Gallus gallus ( 9031 ),Gallus ( 9030 ),0,0,0,0.35,0.34,1.48,1.48,0.0,0.0,0.0,0.0
Fungi,Gloeophyllum trabeum ( 104355 ),Gloeophyllum ( 40443 ),0,0,0,0.65,0.65,0.09,0.09,0.49,0.49,0.57,0.57
Caudovirales (dsDNA phages),Mycobacterium phage EricB ( 1041406 ),L5likevirus ( 186764 ),0,0,0,2.1,1.56,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Trichosporon dulcitum ( 82515 ),Trichosporon ( 5552 ),0,0,0,3.15,0.47,0.09,0.39,0.0,0.0,0.0,0.0
Bacteria,Piscicoccus intestinalis ( 746033 ),Piscicoccus ( 985001 ),0,0,0,1.64,1.64,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Glycine canescens ( 48924 ),Glycine ( 3846 ),0,0,1,2.52,0.97,0.04,2.18,0.0,-0.13,0.0,0.04
Bacteria,Pelotomaculum thermopropionicum ( 110500 ),Pelotomaculum ( 191373 ),0,0,0,1.08,0.92,0.09,0.09,0.0,0.0,0.0,0.0
Fungi,Clavispora lusitaniae ( 36911 ),Clavispora ( 36910 ),0,0,0,0.65,0.63,0.13,0.13,0.4,0.4,0.13,0.13
Deuterostomes,Ctenopharyngodon idella ( 7959 ),Ctenopharyngodon ( 7958 ),0,0,0,1.28,1.28,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Prosthecobacter debontii ( 48467 ),Prosthecobacter ( 48463 ),0,0,0,1.24,0.61,0.09,0.09,0.0,0.0,0.0,0.0
Archaea,Candidatus Nitrososphaera gargensis ( 497727 ),Nitrososphaera ( 497726 ),0,0,0,2.25,0.63,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Crotalaria glaucoides ( 165766 ),Crotalaria ( 3828 ),0,0,0,0.77,1.83,0.04,0.09,0.0,0.0,0.0,0.0
Deuterostomes,Corvus brachyrhynchos ( 85066 ),Corvus ( 30420 ),0,0,0,0.68,1.54,0.04,0.13,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Glycine soja ( 3848 ),Glycine ( 3846 ),0,0,1,1.17,0.97,0.04,2.18,0.87,-0.13,0.04,0.04
Panarthropoda,Congocoptes sphyrapicicola ( 474166 ),Congocoptes ( 474165 ),0,0,0,0.99,0.99,0.04,0.04,0.0,0.0,0.0,0.0
