Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Mycoplasma salivarium ( 2124 ),Mycoplasma ( 2093 ),2226220,22487,103997,99.0,99.0,185.86,525.24,99.0,99.0,41.28,43.23
Bacteria,Mycoplasma hominis ( 2098 ),Mycoplasma ( 2093 ),1087110,10980,103997,99.0,99.0,110.76,525.24,99.0,99.0,0.16,43.23
Bacteria,Mycoplasma hyosynoviae ( 29559 ),Mycoplasma ( 2093 ),693860,7008,103997,99.0,99.0,70.2,525.24,99.0,99.0,0.6,43.23
Bacteria,Mycoplasma arthritidis ( 2111 ),Mycoplasma ( 2093 ),570334,5760,103997,99.0,99.0,58.15,525.24,99.0,99.0,0.04,43.23
Bacteria,Mycoplasma penetrans ( 28227 ),Mycoplasma ( 2093 ),356898,3605,103997,99.0,99.0,36.41,525.24,0.0,99.0,0.0,43.23
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),338137,6203,5090,99.0,28.9,39.76,39.8,99.0,99.0,22.89,23.37
Bacteria,Mycoplasma arginini ( 2094 ),Mycoplasma ( 2093 ),190384,1923,103997,99.0,99.0,19.3,525.24,100.0,99.0,0.12,43.23
Bacteria,Mycoplasma testudineum ( 244584 ),Mycoplasma ( 2093 ),161101,1627,103997,100.0,99.0,16.27,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma orale ( 2121 ),Mycoplasma ( 2093 ),148944,1504,103997,99.0,99.0,15.12,525.24,100.0,99.0,0.08,43.23
Bacteria,Mycoplasma canadense ( 29554 ),Mycoplasma ( 2093 ),38699,390,103997,99.0,99.0,3.95,525.24,0.0,99.0,0.0,43.23
Bacteria,uncultured Mycoplasma sp. ( 167967 ),Mycoplasma ( 2093 ),16418,165,103997,99.0,99.0,1.68,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. Sgv2d ( 717794 ),Mycoplasma ( 2093 ),7502,75,103997,100.0,99.0,0.76,525.24,0.0,99.0,0.0,43.23
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),5923,1359,135,72.41,4.65,16.95,21.66,33.4,1.6,3.95,4.27
Bacteria,Mycoplasma fermentans ( 2115 ),Mycoplasma ( 2093 ),4877,49,103997,50.95,99.0,0.88,525.24,22.87,99.0,0.2,43.23
Bacteria,Mycoplasma agalactiae ( 2110 ),Mycoplasma ( 2093 ),3518,35,103997,99.0,99.0,0.36,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma bovis ( 28903 ),Mycoplasma ( 2093 ),3143,31,103997,99.0,99.0,0.16,525.24,100.0,99.0,0.16,43.23
Bacteria,Mycoplasma phocicerebrale ( 142649 ),Mycoplasma ( 2093 ),2736,27,103997,99.0,99.0,0.28,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma mobile ( 2118 ),Mycoplasma ( 2093 ),1976,19,103997,62.58,99.0,0.32,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. 407 ( 1202435 ),Mycoplasma ( 2093 ),1579,15,103997,100.0,99.0,0.16,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma meleagridis ( 29561 ),Mycoplasma ( 2093 ),1520,15,103997,18.33,99.0,0.84,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma gallinaceum ( 29556 ),Mycoplasma ( 2093 ),1184,11,103997,100.0,99.0,0.12,525.24,0.0,99.0,0.0,43.23
Bacteria,Erysipelothrix tonsillarum ( 38402 ),Erysipelothrix ( 1647 ),1175,264,12,99.0,4.44,2.67,2.75,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma californicum ( 2113 ),Mycoplasma ( 2093 ),1120,11,103997,70.95,99.0,0.16,525.24,0.0,99.0,0.0,43.23
Fungi,Candida sp. YS44 ( 368399 ),Candida ( 5475 ),820,86,9,99.0,9.44,0.88,1.04,0.0,0.0,0.0,0.0
Fungi,Piloderma lanatum ( 264127 ),Piloderma ( 80662 ),797,7,7,100.0,100.0,0.08,0.08,0.0,-0.2,0.0,0.04
Panarthropoda,Gerontha acrosthenia ( 753330 ),Gerontha ( 753329 ),797,7,7,100.0,100.0,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma sp. Ms02 ( 353851 ),Mycoplasma ( 2093 ),789,7,103997,100.0,99.0,0.08,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. 237IA ( 538220 ),Mycoplasma ( 2093 ),789,7,103997,100.0,99.0,0.08,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma leachii ( 2105 ),Mycoplasma ( 2093 ),781,7,103997,99.0,99.0,0.08,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma phocidae ( 142651 ),Mycoplasma ( 2093 ),690,6,103997,43.74,99.0,0.16,525.24,0.0,99.0,0.0,43.23
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),515,112,135,29.0,4.65,3.79,21.66,14.9,1.6,0.16,4.27
Bacteria,Mycoplasma pulmonis ( 2107 ),Mycoplasma ( 2093 ),503,5,103997,18.22,99.0,0.28,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma hyopneumoniae ( 2099 ),Mycoplasma ( 2093 ),497,5,103997,62.94,99.0,0.08,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma mustelae ( 171289 ),Mycoplasma ( 2093 ),491,4,103997,62.28,99.0,0.08,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma synoviae ( 2109 ),Mycoplasma ( 2093 ),446,4,103997,2.62,99.0,0.2,525.24,100.0,99.0,0.04,43.23
Viridiplantae (green plants),Streptocarpus wittei ( 167311 ),Streptocarpus ( 26254 ),426,5,5,73.11,73.11,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Austwickia chelonae ( 100225 ),Austwickia ( 1184606 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Fibulorhizoctonia sp. TMB ( 104306 ),Fibulorhizoctonia ( 56747 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Operophtera brumata ( 104452 ),Operophtera ( 104451 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Gremmeniella abietina ( 127520 ),Gremmeniella ( 52285 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Vararia investiens ( 195001 ),Vararia ( 154750 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Plasmodium Slime Molds,Metatrichia vesparium ( 208474 ),Metatrichia ( 208473 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,uncultured Pseudaminobacter sp. ( 292275 ),Pseudaminobacter ( 93368 ),398,3,3,100.0,100.0,0.04,0.04,0.0,-0.32,0.0,0.08
Panarthropoda,Prodrasterius agnatus ( 341385 ),Prodrasterius ( 341384 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Graphiola cylindrica ( 42321 ),Graphiola ( 5275 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Schizopora radula ( 98761 ),Schizopora ( 1213737 ),398,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Influenza A virus ( 11320 ),Influenzavirus A ( 197911 ),398,3,11,-0.09,-0.09,0.12,0.12,100.0,100.0,0.04,0.04
Bacteria,Phaeospirillum molischianum ( 1083 ),Phaeospirillum ( 85265 ),398,3,3,100.0,100.0,0.04,0.04,0.07,-0.19,0.08,0.08
Bacteria,Mycoplasma equigenitalium ( 114883 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. ( 2108 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sualvi ( 2125 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma gateae ( 35769 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma auris ( 51363 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. 1220 ( 519450 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. 2F1A ( 538219 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. ST 101 ( 561066 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. Sgv2a ( 717791 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma sp. Phocoena C-264-GEN ( 754517 ),Mycoplasma ( 2093 ),394,3,103997,100.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma equirhinis ( 92402 ),Mycoplasma ( 2093 ),390,3,103997,99.0,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Bacteria,Mycoplasma flocculare ( 2128 ),Mycoplasma ( 2093 ),298,3,103997,15.14,99.0,0.2,525.24,0.0,99.0,0.0,43.23
Viridiplantae (green plants),Pachycladon enysii ( 414717 ),Pachycladon ( 106787 ),280,3,2,100.0,70.35,0.04,0.04,0.0,0.0,0.0,0.0
Apicocomplexa,Babesia divergens ( 32595 ),Babesia ( 5864 ),276,87,2,100.0,3.15,0.88,0.88,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma yeatsii ( 51365 ),Mycoplasma ( 2093 ),205,2,103997,52.17,99.0,0.04,525.24,0.0,99.0,0.0,43.23
Panarthropoda,Anthrenus sp. KY KLB-2011 ( 1050285 ),Anthrenus ( 219452 ),201,2,2,71.06,71.06,0.04,0.04,0.0,0.0,0.0,0.0
