Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human respiratory syncytial virus ( 11250 ),Pneumovirus ( 11245 ),6611570,66783,136093,99.0,99.0,445.3,687.34,99.0,99.0,229.28,256.85
Viruses,Respiratory syncytial virus ( 12814 ),Pneumovirus ( 11245 ),2632650,26592,136093,99.0,99.0,242.0,687.34,99.0,99.0,26.61,256.85
Viruses,Bovine respiratory syncytial virus ( 11246 ),Pneumovirus ( 11245 ),7035,71,136093,100.0,99.0,0.04,687.34,100.0,99.0,0.68,256.85
Stramenopiles (heterokonts),Stephanodiscus hantzschii ( 29207 ),Stephanodiscus ( 29206 ),710,7,7,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Paullicorticium niveocremeum ( 139125 ),Paullicorticium ( 139124 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Scapania nemorea ( 41848 ),Scapania ( 41847 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Chrysosphaerella sp. PS-2013 ( 1347776 ),Chrysosphaerella ( 420614 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Calotis inermis ( 305707 ),Calotis ( 72906 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Panarthropoda,Metalistrophorus pagenstecheri ( 1111258 ),Metalistrophorus ( 1111257 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Eupatorium capillifolium ( 102771 ),Eupatorium ( 13516 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Discostella sp. RG-2012 ( 1215377 ),Discostella ( 382381 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Frustulia cf. magaliesmontana PU-2012 ( 1264789 ),Frustulia ( 431357 ),351,3,7,100.0,99.0,0.04,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Frustulia crassinervia/saxonica complex PU-2012 ( 1264794 ),Frustulia ( 431357 ),351,3,7,100.0,99.0,0.04,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Skeletonema pseudocostatum ( 41457 ),Skeletonema ( 2842 ),253,7,2,99.0,36.1,0.07,0.07,0.0,0.0,0.0,0.0
Eukaryotes,Discoplastis sp. Gungnamji052507K ( 682657 ),Discoplastis ( 392845 ),206,2,2,76.17,76.17,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Propionicimonas paludicola ( 185243 ),Propionicimonas ( 236052 ),33,1,1,30.78,30.78,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Radiococcus polycoccus ( 170400 ),Radiococcus ( 245902 ),26,0,0,27.29,27.29,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Micractinium reisseri ( 532145 ),Micractinium ( 126838 ),20,1,1,17.18,17.18,0.07,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Saccharina latissima ( 309358 ),Saccharina ( 309357 ),19,3,0,100.0,5.38,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Pythium sp. UASWS188 ( 349988 ),Pythium ( 4797 ),15,3,0,100.0,4.36,0.04,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Pythium sp. AP ( 378252 ),Pythium ( 4797 ),15,3,0,100.0,4.36,0.04,0.07,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Arctostaphylos manzanita ( 176243 ),Arctostaphylos ( 83607 ),12,0,0,18.94,18.94,0.04,0.04,0.0,0.0,0.0,0.0
