Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Rhinovirus C ( 463676 ),Enterovirus ( 12059 ),59062,835,845,99.0,53.15,5.2,5.56,100.0,99.0,3.2,3.45
Fungi,Pneumocystis jirovecii ( 42068 ),Pneumocystis ( 4753 ),3402,58,71,99.0,59.74,0.57,1.15,2.67,2.62,0.44,0.44
Viruses,Human rhinovirus sp. ( 169066 ),Enterovirus ( 12059 ),1560,24,845,100.0,53.15,0.19,5.56,100.0,99.0,0.05,3.45
Viruses,Human rhinovirus SO6666 ( 630718 ),Enterovirus ( 12059 ),1269,19,845,100.0,53.15,0.14,5.56,100.0,99.0,0.05,3.45
Fungi,Pneumocystis carinii ( 4754 ),Pneumocystis ( 4753 ),1259,21,71,55.01,59.74,0.38,1.15,0.0,2.62,0.0,0.44
Fungi,Pneumocystis murina ( 263815 ),Pneumocystis ( 4753 ),1132,18,71,99.0,59.74,0.19,1.15,0.0,2.62,0.0,0.44
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),1078,45,37,89.16,0.16,0.38,0.38,99.0,99.0,0.11,0.11
Viruses,Torque teno midi virus 1 ( 687379 ),Gammatorquevirus ( 687333 ),821,8,8,100.0,100.0,0.08,0.08,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Fagus sylvatica ( 28930 ),Fagus ( 21024 ),273,2,2,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Viruses,Torque teno mini virus 7 ( 687375 ),Betatorquevirus ( 687332 ),227,51,8,99.0,4.42,0.52,1.86,0.0,0.0,0.0,0.0
Viruses,Human rhinovirus IN-26 ( 532089 ),Enterovirus ( 12059 ),145,2,845,100.0,53.15,0.03,5.56,0.0,99.0,0.0,3.45
Viruses,Torque teno mini virus 6 ( 687374 ),Betatorquevirus ( 687332 ),61,13,8,36.06,4.42,0.38,1.86,0.0,0.0,0.0,0.0
Viruses,Torque teno mini virus 5 ( 687373 ),Betatorquevirus ( 687332 ),26,5,8,27.24,4.42,0.22,1.86,0.0,0.0,0.0,0.0
Viruses,Torque teno mini virus 4 ( 687372 ),Betatorquevirus ( 687332 ),24,5,8,100.0,4.42,0.05,1.86,0.0,0.0,0.0,0.0
Viruses,Torque teno mini virus ALA22 ( 1535290 ),Betatorquevirus ( 687332 ),12,2,8,4.48,4.42,0.63,1.86,0.0,0.0,0.0,0.0
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),7,7,1,6.75,1.09,0.99,0.99,1.85,0.59,0.25,0.57
Bacteria,Mesotoga prima ( 1184387 ),Mesotoga ( 1184396 ),5,0,0,14.45,14.45,0.03,0.03,0.0,0.0,0.0,0.0
Viruses,Torque teno mini virus ALH8 ( 1535291 ),Betatorquevirus ( 687332 ),3,0,8,14.88,4.42,0.05,1.86,0.0,0.0,0.0,0.0
Fungi,Candida sojae ( 52253 ),Candida ( 1535326 ),1,8,0,100.0,0.15,0.08,1.75,0.0,-0.12,0.0,0.25
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),1,7,0,5.39,0.15,1.31,1.75,1.54,-0.12,0.22,0.25
Fungi,Phakopsora meibomiae ( 169999 ),Phakopsora ( 169998 ),0,0,0,1.25,0.35,0.03,0.03,5.99,5.99,0.03,0.03
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,4.02,4.02,0.05,0.05,0.0,0.0,0.0,0.0
Mammalia,Bison bison ( 9901 ),Bison ( 9900 ),0,0,0,2.46,2.14,0.03,0.03,0.0,0.0,0.0,0.0
Viruses,Human herpesvirus 4 ( 10376 ),Lymphocryptovirus ( 10375 ),0,0,0,0.26,0.26,0.05,0.05,1.58,1.58,0.05,0.05
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,0,0,2.47,0.15,0.36,1.75,2.37,-0.12,0.03,0.25
Bacteria,Trichococcus pasteurii ( 43064 ),Trichococcus ( 82802 ),0,0,0,5.46,0.29,0.03,0.03,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Castanea mollissima ( 60419 ),Castanea ( 21019 ),0,0,0,1.73,0.81,0.03,0.03,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.17,0.17,0.44,0.44,0.1,0.1,0.03,0.03
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.22,0.22,0.27,0.27,0.0,0.0,0.0,0.0
