Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viridiplantae (green plants),Juniperus tibetica ( 292815 ),Juniperus ( 13100 ),444,4,4,100.0,99.0,0.04,0.04,0.0,0.0,0.0,0.0
Fungi,Phaeosphaeria halima ( 113242 ),Phaeosphaeria ( 55067 ),0,4,0,100.0,0.08,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.33,0.33,0.36,0.36,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Pseudochloris wilhelmii ( 1418016 ),Pseudochloris ( 1418015 ),0,0,0,0.61,0.61,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Wigglesworthia glossinidia ( 51229 ),Wigglesworthia ( 51228 ),0,0,0,0.44,0.44,0.04,0.04,0.0,0.0,0.0,0.0
Eukaryotes,Naegleria gruberi ( 5762 ),Naegleria ( 5761 ),0,0,0,0.91,0.16,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Daucus carota ( 4039 ),Daucus ( 4038 ),0,0,0,0.14,0.14,0.09,0.09,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.12,0.12,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.07,0.07,0.09,0.09,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium zdt-25h12 ( 325464 ),No genus ( -1 ),0,0,0,-0.3,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium lac16 ( 1447240 ),No genus ( -1 ),0,0,0,0.79,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Flavobacteriia bacterium ( 212695 ),No genus ( -1 ),0,0,0,-0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.94,0.0,-0.39,0.0,0.09,0.0
Artificial Sequences,Cloning vector pSUP404.2 ( 796013 ),No genus ( -1 ),0,0,0,1.38,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),unidentified ( 32644 ),No genus ( -1 ),0,0,0,-0.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured beta proteobacterium ( 86027 ),No genus ( -1 ),0,0,0,-0.21,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured delta proteobacterium ( 34034 ),No genus ( -1 ),0,0,0,-0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Bacteria,Comamonadaceae bacterium B1 ( 1458426 ),No genus ( -1 ),0,0,0,-0.31,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Expression vector pPK113 ( 74548 ),No genus ( -1 ),0,3,0,83.14,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,SNAP-XDocII expression vector pDGO-54 ( 1238570 ),No genus ( -1 ),0,0,0,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Expression vector pZH3 ( 101771 ),No genus ( -1 ),0,4,0,100.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector TLF97-1 ( 43840 ),No genus ( -1 ),0,0,0,0.95,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Rhodospirillales bacterium HF0500_23A22 ( 723611 ),No genus ( -1 ),0,0,0,-0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pD-Nus1 ( 429339 ),No genus ( -1 ),0,0,0,0.73,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Humulus lupulus ( 3486 ),Humulus ( 3484 ),0,0,0,-0.07,-0.11,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,uncultured Mesorhizobium sp. ( 233795 ),Mesorhizobium ( 68287 ),0,0,0,-0.07,-0.19,0.04,0.94,0.0,-0.38,0.0,0.63
Bacteria,Brucella ovis ( 236 ),Brucella ( 234 ),0,0,0,-0.12,-0.12,0.04,0.04,0.0,-0.12,0.0,0.22
Eukaryotes,Anisakis simplex ( 6269 ),Anisakis ( 6268 ),0,0,0,-0.12,-0.12,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Acinetobacter calcoaceticus ( 471 ),Acinetobacter ( 469 ),0,0,0,-0.13,-0.13,0.04,2.47,0.0,-0.13,0.0,1.48
Bacteria,Cupriavidus sp. mapud7.4 ( 1630554 ),Cupriavidus ( 106589 ),0,0,0,-0.06,-0.33,0.04,0.0,0.0,-0.32,0.0,0.09
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.1,-0.1,0.09,0.09,0.0,0.0,0.0,0.0
Bacteria,Mesorhizobium plurifarium ( 69974 ),Mesorhizobium ( 68287 ),0,0,0,0.11,-0.19,0.04,0.94,0.0,-0.38,0.0,0.63
Bacteria,Sphingomonas sp. WHSC-8 ( 1609977 ),Sphingomonas ( 13687 ),0,0,0,-0.17,-0.14,0.04,0.45,0.0,-0.32,0.0,0.49
Bacteria,Ochrobactrum anthropi ( 529 ),Ochrobactrum ( 528 ),0,0,0,-0.1,-0.1,0.04,0.04,-0.12,-0.12,0.04,0.04
Bacteria,Acinetobacter pittii ( 48296 ),Acinetobacter ( 469 ),0,0,0,-0.19,-0.13,0.04,2.47,0.0,-0.13,0.0,1.48
Bacteria,Nonlabens dokdonensis ( 328515 ),Nonlabens ( 363408 ),0,0,0,-0.15,-0.19,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Shigella sonnei ( 624 ),Shigella ( 620 ),0,0,0,-0.11,-0.14,0.09,0.45,0.0,0.0,0.0,0.0
Bacteria,Acinetobacter baumannii ( 470 ),Acinetobacter ( 469 ),0,0,0,-0.12,-0.13,0.04,2.47,-0.13,-0.13,0.04,1.48
Bacteria,Bartonella clarridgeiae ( 56426 ),Bartonella ( 773 ),0,0,0,-0.14,-0.23,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Sphingomonas wittichii ( 160791 ),Sphingomonas ( 13687 ),0,0,0,-0.12,-0.14,0.09,0.45,0.0,-0.32,0.0,0.49
Bacteria,Shigella boydii ( 621 ),Shigella ( 620 ),0,0,0,-0.12,-0.14,0.09,0.45,0.0,0.0,0.0,0.0
Bacteria,Mycobacterium smegmatis ( 1772 ),Mycobacterium ( 1763 ),0,0,0,-0.16,-0.21,0.04,0.58,0.0,-0.38,0.0,0.36
Bacteria,Shigella dysenteriae ( 622 ),Shigella ( 620 ),0,0,0,-0.12,-0.14,0.09,0.45,0.0,0.0,0.0,0.0
