Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Panarthropoda,Bucolellus sp. ccoc144 ( 1009726 ),Bucolellus ( 524708 ),355,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Asterionella formosa ( 210441 ),Asterionella ( 35129 ),205,2,2,76.13,76.13,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Cocksfoot mottle virus ( 40979 ),Sobemovirus ( 12137 ),71,3,0,100.0,20.17,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,uncultured Acetohalobium sp. ( 1434692 ),Acetohalobium ( 28186 ),25,3,0,100.0,7.11,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Betapapillomavirus 5 ( 334209 ),Betapapillomavirus ( 333922 ),9,3,0,99.0,2.82,0.04,0.07,0.0,1.89,0.0,0.04
Bacteria,Luteimonas sp. A13(2011) ( 946178 ),Luteimonas ( 83614 ),3,3,0,100.0,1.01,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Magnolia officinalis ( 85864 ),Magnolia ( 3402 ),3,2,0,60.79,1.6,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Tepidimonas sp. VTT E-073088 ( 501778 ),Tepidimonas ( 114248 ),1,3,0,100.0,0.44,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Betapapillomavirus 2 ( 333924 ),Betapapillomavirus ( 333922 ),1,0,0,6.32,2.82,0.04,0.07,6.32,1.89,0.04,0.04
Viridiplantae (green plants),Pinus canariensis ( 49510 ),Pinus ( 3337 ),0,3,0,99.0,0.21,0.04,1.17,0.0,0.0,0.0,0.0
Viruses,Torque teno virus 24 ( 687363 ),Alphatorquevirus ( 687331 ),0,7,0,99.0,0.04,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Roseomonas sp. VTT E-073093 ( 501770 ),Roseomonas ( 125216 ),0,3,0,100.0,0.07,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,2.46,2.46,0.04,0.04,0.0,0.0,0.0,0.0
Viruses,Human mastadenovirus C ( 129951 ),Mastadenovirus ( 10509 ),0,0,0,0.91,0.91,0.25,0.25,-0.04,-0.04,0.04,0.04
