Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Mycoplasma orale ( 2121 ),Mycoplasma ( 2093 ),115561,3852,3984,99.0,30.73,37.16,88.05,100.0,14.53,1.74,2.3
Bacteria,Mycoplasma hyosynoviae ( 29559 ),Mycoplasma ( 2093 ),60135,1957,3984,99.0,30.73,19.77,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma arthritidis ( 2111 ),Mycoplasma ( 2093 ),34012,1106,3984,99.0,30.73,11.18,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma salivarium ( 2124 ),Mycoplasma ( 2093 ),11938,389,3984,99.0,30.73,3.91,88.05,8.15,14.53,0.34,2.3
Bacteria,Mycoplasma arginini ( 2094 ),Mycoplasma ( 2093 ),8726,286,3984,99.0,30.73,2.85,88.05,100.0,14.53,0.04,2.3
Bacteria,Mycoplasma hominis ( 2098 ),Mycoplasma ( 2093 ),7055,229,3984,50.47,30.73,4.55,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma testudineum ( 244584 ),Mycoplasma ( 2093 ),7054,229,3984,100.0,30.73,2.3,88.05,0.0,14.53,0.0,2.3
Bacteria,uncultured Mycoplasma sp. ( 167967 ),Mycoplasma ( 2093 ),4526,147,3984,99.0,30.73,1.49,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma canadense ( 29554 ),Mycoplasma ( 2093 ),2715,88,3984,99.0,30.73,0.89,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma penetrans ( 28227 ),Mycoplasma ( 2093 ),551,17,3984,42.25,30.73,0.43,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma sp. ( 2108 ),Mycoplasma ( 2093 ),391,12,3984,100.0,30.73,0.13,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma sp. Sgv2d ( 717794 ),Mycoplasma ( 2093 ),391,12,3984,100.0,30.73,0.13,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma faucium ( 56142 ),Mycoplasma ( 2093 ),172,5,3984,3.14,30.73,1.79,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma iowae ( 2116 ),Mycoplasma ( 2093 ),135,4,3984,51.83,30.73,0.09,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma sp. Sgv2a ( 717791 ),Mycoplasma ( 2093 ),130,4,3984,100.0,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma sp. 13CL ( 367800 ),Mycoplasma ( 2093 ),130,4,3984,100.0,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma insons ( 386460 ),Mycoplasma ( 2093 ),130,4,3984,100.0,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma mobile ( 2118 ),Mycoplasma ( 2093 ),97,3,3984,24.84,30.73,0.13,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma fermentans ( 2115 ),Mycoplasma ( 2093 ),54,2,3984,7.06,30.73,0.13,88.05,14.5,14.53,0.13,2.3
Bacteria,Mycoplasma vulturii ( 219290 ),Mycoplasma ( 2093 ),31,1,3984,24.39,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma meleagridis ( 29561 ),Mycoplasma ( 2093 ),29,0,3984,4.45,30.73,0.21,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma conjunctivae ( 45361 ),Mycoplasma ( 2093 ),16,0,3984,6.38,30.73,0.09,88.05,0.0,14.53,0.0,2.3
Bacteria,Staphylococcus aureus ( 1280 ),Staphylococcus ( 1279 ),13,208,-22,2.52,0.06,83.03,124.27,-0.08,-0.24,10.25,11.27
Bacteria,Mycoplasma dispar ( 86660 ),Mycoplasma ( 2093 ),12,0,3984,9.63,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Bacteria,Dialister micraerophilus ( 309120 ),Dialister ( 39948 ),11,4,0,100.0,2.72,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma hyorhinis ( 2100 ),Mycoplasma ( 2093 ),11,0,3984,0.65,30.73,0.55,88.05,0.0,14.53,0.0,2.3
Eukaryotes,Trichomonas gallinae ( 56777 ),Trichomonas ( 5721 ),3,4,0,100.0,0.82,0.04,0.13,0.0,1.98,0.0,0.04
Bacteria,Staphylococcus sp. 'Staph. M2' ( 427579 ),Staphylococcus ( 1279 ),3,51,-22,100.0,0.06,0.51,124.27,0.0,-0.24,0.0,11.27
Bacteria,Jonquetella anthropi ( 428712 ),Jonquetella ( 428711 ),3,0,0,8.58,8.58,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma crocodyli ( 50052 ),Mycoplasma ( 2093 ),2,0,3984,2.2,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Bacteria,Mycoplasma bovoculi ( 45362 ),Mycoplasma ( 2093 ),2,0,3984,1.89,30.73,0.04,88.05,0.0,14.53,0.0,2.3
Apicocomplexa,Babesia divergens ( 32595 ),Babesia ( 5864 ),1,8,0,100.0,0.12,0.09,0.09,0.0,0.0,0.0,0.0
Bacteria,Spiroplasma sp. NM1208-6 ( 1261087 ),Spiroplasma ( 2132 ),0,4,0,100.0,0.19,0.04,0.26,0.0,0.0,0.0,0.0
Bacteria,Staphylococcus sp. 76353-112 ( 383334 ),Staphylococcus ( 1279 ),0,10,-22,83.89,0.06,0.13,124.27,0.0,-0.24,0.0,11.27
Bacteria,Staphylococcus sp. BBF1 ( 358114 ),Staphylococcus ( 1279 ),0,4,-22,100.0,0.06,0.04,124.27,0.0,-0.24,0.0,11.27
Bacteria,Staphylococcus sp. MVS_1562 ( 1607616 ),Staphylococcus ( 1279 ),0,4,-22,100.0,0.06,0.04,124.27,0.0,-0.24,0.0,11.27
Bacteria,Staphylococcus sp. FD42 ( 380278 ),Staphylococcus ( 1279 ),0,4,-22,100.0,0.06,0.04,124.27,0.0,-0.24,0.0,11.27
Bacteria,Staphylococcus sp. 2Sp42 ( 388930 ),Staphylococcus ( 1279 ),0,3,-22,0.72,0.06,5.31,124.27,0.0,-0.24,0.0,11.27
Bacteria,Spiroplasma sabaudiense ( 216944 ),Spiroplasma ( 2132 ),0,1,0,9.39,0.19,0.13,0.26,0.0,0.0,0.0,0.0
Bacteria,Spiroplasma culicicola ( 216935 ),Spiroplasma ( 2132 ),0,1,0,27.65,0.19,0.04,0.26,0.0,0.0,0.0,0.0
Eukaryotes,Trichomonas vaginalis ( 5722 ),Trichomonas ( 5721 ),0,0,0,0.47,0.82,0.09,0.13,1.98,1.98,0.04,0.04
Bacteria,Staphylococcus xylosus ( 1288 ),Staphylococcus ( 1279 ),0,2,-22,0.34,0.06,6.12,124.27,0.0,-0.24,0.0,11.27
Bacteria,uncultured Staphylococcus sp. ( 189668 ),Staphylococcus ( 1279 ),0,2,-22,0.38,0.06,5.31,124.27,0.0,-0.24,0.0,11.27
Bacteria,Staphylococcus carnosus ( 1281 ),Staphylococcus ( 1279 ),0,0,-22,0.09,0.06,0.85,124.27,0.0,-0.24,0.0,11.27
Bacteria,Staphylococcus sp. PN/Y ( 374173 ),Staphylococcus ( 1279 ),0,0,-22,0.81,0.06,0.09,124.27,0.0,-0.24,0.0,11.27
Bacteria,uncultured Lautropia sp. ( 200449 ),Lautropia ( 47670 ),0,0,0,0.27,0.12,0.13,0.13,0.0,0.0,0.0,0.0
Eukaryotes,Durinskia baltica ( 400756 ),Durinskia ( 400754 ),0,0,0,0.29,0.29,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Spiroplasma diminutum ( 216936 ),Spiroplasma ( 2132 ),0,0,0,0.25,0.19,0.04,0.26,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Coccomyxa sp. SAG 216-15 ( 1144935 ),Coccomyxa ( 41891 ),0,0,0,3.51,0.01,0.04,0.04,0.0,0.0,0.0,0.0
