Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Burkholderia cenocepacia ( 95486 ),Burkholderia ( 32008 ),734485,83296,22999,50.49,8.82,1648.04,2167.4202940938185,2.72,1.78,31.7,374.92
Bacteria,uncultured Burkholderia sp. ( 188058 ),Burkholderia ( 32008 ),56581,6411,22999,99.0,8.82,64.76,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia cepacia ( 292 ),Burkholderia ( 32008 ),6603,748,22999,5.87,8.82,127.39,2167.4202940938185,0.04,1.78,1.53,374.92
Bacteria,Burkholderia vietnamiensis ( 60552 ),Burkholderia ( 32008 ),4827,546,22999,5.17,8.82,105.86,2167.4202940938185,-0.2,1.78,0.05,374.92
Bacteria,Burkholderia sp. IBUN 2G-57 ( 392439 ),Burkholderia ( 32008 ),3954,448,22999,100.0,8.82,4.48,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia sp. C20 ( 307484 ),Burkholderia ( 32008 ),2170,245,22999,100.0,8.82,2.46,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia ambifaria ( 152480 ),Burkholderia ( 32008 ),1861,223,22999,3.85,8.82,53.89,2167.4202940938185,1.26,1.78,12.46,374.92
Bacteria,Burkholderia sp. HMSV1 ( 1564609 ),Burkholderia ( 32008 ),1688,191,22999,100.0,8.82,1.91,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Taylorella asinigenitalis ( 84590 ),Taylorella ( 29574 ),1381,321,0,-0.06,-0.11,0.22,0.22,4.33,4.3,74.22,74.22
Bacteria,Burkholderia sp. WAW-1 ( 980734 ),Burkholderia ( 32008 ),1302,147,22999,100.0,8.82,1.48,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia sp. YH30 ( 1506398 ),Burkholderia ( 32008 ),1157,131,22999,100.0,8.82,1.31,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia sp. ( 36773 ),Burkholderia ( 32008 ),1034,117,22999,35.76,8.82,3.28,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia pseudomallei ( 28450 ),Burkholderia ( 32008 ),969,213,22999,2.04,8.82,40.88,2167.4202940938185,2.04,1.78,63.78,374.92
Bacteria,Burkholderia multivorans ( 87883 ),Burkholderia ( 32008 ),910,250,22999,2.19,8.82,30.06,2167.4202940938185,3.32,1.78,55.47,374.92
Bacteria,Burkholderia sp. UT 1-12 ( 1533984 ),Burkholderia ( 32008 ),668,75,22999,99.0,8.82,0.77,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia sp. ED20 ( 321913 ),Burkholderia ( 32008 ),626,71,22999,100.0,8.82,0.71,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia sp. NTUIOB TPE5 ( 1145011 ),Burkholderia ( 32008 ),578,65,22999,100.0,8.82,0.66,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia sp. LS-044 ( 1459967 ),Burkholderia ( 32008 ),578,65,22999,100.0,8.82,0.66,2167.4202940938185,0.0,1.78,0.0,374.92
Bacteria,Burkholderia mallei ( 13373 ),Burkholderia ( 32008 ),527,60,22999,3.46,8.82,17.22,2167.4202940938185,0.4,1.78,2.46,374.92
