Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Moraxella catarrhalis ( 480 ),Moraxella ( 475 ),1318520,57310,26492,69.74,24.8,703.95,714.55,99.0,12.27,83.01,84.22
Bacteria,Moraxella sp. B1 ( 383617 ),Moraxella ( 475 ),1827,73,26492,99.0,24.8,0.74,714.55,0.0,12.27,0.0,84.22
Bacteria,Moraxella sp. OTG 46 ( 1300177 ),Moraxella ( 475 ),461,18,26492,100.0,24.8,0.19,714.55,0.0,12.27,0.0,84.22
Bacteria,Moraxella nonliquefaciens ( 478 ),Moraxella ( 475 ),425,18,26492,16.77,24.8,0.95,714.55,33.98,12.27,0.07,84.22
Bacteria,Moraxella bovis ( 476 ),Moraxella ( 475 ),250,10,26492,2.12,24.8,4.76,714.55,0.0,12.27,0.0,84.22
Bacteria,Moraxella oblonga ( 200413 ),Moraxella ( 475 ),230,9,26492,100.0,24.8,0.09,714.55,0.0,12.27,0.0,84.22
Bacteria,uncultured Moraxella sp. ( 263769 ),Moraxella ( 475 ),214,8,26492,3.41,24.8,2.53,714.55,0.0,12.27,0.0,84.22
Bacteria,Amphritea sp. Ap210 ( 1191841 ),Amphritea ( 515417 ),186,1,1,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Moraxella sp. feline oral taxon 089 ( 1577432 ),Moraxella ( 475 ),92,3,26492,100.0,24.8,0.04,714.55,0.0,12.27,0.0,84.22
Bacteria,Moraxella bovoculi ( 386891 ),Moraxella ( 475 ),54,2,26492,1.49,24.8,1.17,714.55,1.93,12.27,0.45,84.22
Bacteria,Moraxella porci ( 1288392 ),Moraxella ( 475 ),46,1,26492,100.0,24.8,0.02,714.55,0.0,12.27,0.0,84.22
Bacteria,Alloprevotella tannerae ( 76122 ),Alloprevotella ( 1283313 ),11,1,0,16.23,7.39,0.09,0.09,0.27,-0.21,0.28,0.3
Bacteria,Moraxella sp. canine oral taxon 442 ( 1347156 ),Moraxella ( 475 ),11,0,26492,11.94,24.8,0.04,714.55,0.0,12.27,0.0,84.22
