Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Fungi,Candida tropicalis ( 5482 ),Candida ( 1535326 ),897082,22933,13036,99.0,43.6,179.62,193.91,99.0,23.63,52.03,55.59
Fungi,Candida glabrata ( 5478 ),Nakaseomyces ( 374468 ),128540,1879,3852,24.93,24.75,31.06,31.13,99.0,99.0,11.16,11.23
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),40807,936,13036,84.85,43.6,11.02,193.91,13.25,23.63,0.14,55.59
Fungi,Candida sojae ( 52253 ),Candida ( 1535326 ),2169,49,13036,100.0,43.6,0.5,193.91,0.0,23.63,0.0,55.59
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),1891,71,13036,6.46,43.6,1.56,193.91,22.74,23.63,2.7,55.59
Fungi,Candida maltosa ( 5479 ),Candida ( 1535326 ),1837,53,13036,100.0,43.6,0.28,193.91,71.23,23.63,0.36,55.59
Viridiplantae (green plants),Cajanus cajan ( 3821 ),Cajanus ( 3820 ),710,7,7,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Candida tetrigidarum ( 434046 ),Candida ( 1535326 ),619,14,13036,100.0,43.6,0.14,193.91,0.0,23.63,0.0,55.59
Fungi,Nakaseomyces delphensis ( 51657 ),Nakaseomyces ( 374468 ),368,8,3852,99.0,24.75,0.07,31.13,27.61,99.0,0.07,11.23
Fungi,Candida buenavistaensis ( 434039 ),Candida ( 1535326 ),309,7,13036,100.0,43.6,0.07,193.91,0.0,23.63,0.0,55.59
Fungi,Candida oxycetoniae ( 497107 ),Candida ( 1535326 ),309,7,13036,100.0,43.6,0.07,193.91,0.0,23.63,0.0,55.59
Fungi,Spathaspora passalidarum ( 340170 ),Spathaspora ( 412764 ),129,8,8,16.16,16.16,0.5,0.5,0.0,0.0,0.0,0.0
Fungi,Candida sp. BIBHUCPB 16 ( 1091136 ),Candida ( 5475 ),33,14,0,100.0,2.37,0.14,0.28,0.0,0.0,0.0,0.0
Fungi,Trichomonascus ciferrii ( 44093 ),Trichomonascus ( 229045 ),19,7,0,100.0,2.69,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Candida sp. Levica25 ( 1075602 ),Candida ( 5475 ),16,7,0,100.0,2.37,0.07,0.28,0.0,0.0,0.0,0.0
Fungi,Candida sp. W3 ( 491913 ),Candida ( 5475 ),16,7,0,100.0,2.37,0.07,0.28,0.0,0.0,0.0,0.0
Fungi,Kurtzmaniella cleridarum ( 121466 ),Kurtzmaniella ( 549703 ),14,7,0,100.0,2.1,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Wickerhamomyces subpelliculosus ( 1194211 ),Wickerhamomyces ( 599737 ),4,7,0,100.0,0.56,0.07,0.07,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Panicum virgatum ( 38727 ),Panicum ( 4539 ),1,0,0,5.15,5.15,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Scheffersomyces stipitis ( 4924 ),Scheffersomyces ( 766733 ),1,0,0,0.38,0.38,0.07,0.07,2.7,2.7,0.14,0.14
Fungi,Candida orthopsilosis ( 273371 ),Candida ( 1535326 ),0,0,13036,0.31,43.6,0.07,193.91,0.0,23.63,0.0,55.59
Fungi,Kazachstania africana ( 432096 ),Kazachstania ( 71245 ),0,0,0,0.35,-0.08,0.07,0.07,3.2,2.65,0.07,0.07
Fungi,Zygosaccharomyces bailii ( 4954 ),Zygosaccharomyces ( 4953 ),0,0,0,2.31,1.46,0.07,0.14,0.0,0.0,0.0,0.0
Fungi,Debaryomyces hansenii ( 4959 ),Debaryomyces ( 4958 ),0,0,0,-0.1,-0.11,0.07,0.07,0.81,0.81,0.21,0.21
Fungi,Zygosaccharomyces rouxii ( 4956 ),Zygosaccharomyces ( 4953 ),0,0,0,0.81,1.46,0.07,0.14,0.0,0.0,0.0,0.0
Bacteria,Gimesia maris ( 122 ),Gimesia ( 1649453 ),0,0,0,0.47,0.47,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Millerozyma farinosa ( 4920 ),Millerozyma ( 766502 ),0,0,0,0.35,0.31,0.07,0.07,0.0,0.0,0.0,0.0
Fungi,Lachancea thermotolerans ( 381046 ),Lachancea ( 300275 ),0,0,0,0.45,0.22,0.07,0.07,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Saccharum hybrid cultivar ( 128810 ),Saccharum ( 4546 ),0,0,0,0.21,0.21,0.07,0.07,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.04,0.04,0.14,0.14,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.85,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.21,0.0,0.07,0.0,-0.16,0.0,0.14,0.0
Unclassified Sequence (synthetic),unidentified ( 32644 ),No genus ( -1 ),0,0,0,-0.25,0.0,0.14,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Pseudomonadales bacterium ( 332614 ),No genus ( -1 ),0,0,0,-0.16,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Fungi,uncultured fungus ( 175245 ),No genus ( -1 ),0,0,0,-0.17,0.0,0.36,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured delta proteobacterium ( 34034 ),No genus ( -1 ),0,0,0,-0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured alpha proteobacterium HF0130_20P23 ( 710809 ),No genus ( -1 ),0,0,0,-0.3,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Fungi,uncultured Candida ( 644527 ),No genus ( -1 ),0,7,0,100.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pCALn ( 43136 ),No genus ( -1 ),0,0,0,-0.38,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Micrococcineae bacterium ( 238197 ),No genus ( -1 ),0,0,0,-0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Bacteria,bacterium EBAD26 ( 1195817 ),No genus ( -1 ),0,0,0,-0.12,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Promoter probe vector pPROBE-NI ( 140680 ),No genus ( -1 ),0,2,0,10.26,0.0,0.21,0.0,0.0,0.0,0.0,0.0
Bacteria,bacterium EBAD25 ( 1195816 ),No genus ( -1 ),0,0,0,-0.34,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Gardnerella sp. ( 293424 ),Gardnerella ( 2701 ),0,0,0,-0.03,-0.24,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,uncultured Rhodococcus sp. ( 194249 ),Rhodococcus ( 1827 ),0,0,0,0.03,-0.33,0.07,0.0,0.0,-0.37,0.0,0.36
Bacteria,Mesorhizobium mediterraneum ( 43617 ),Mesorhizobium ( 68287 ),0,0,0,0.05,-0.19,0.07,0.64,0.0,-0.39,0.0,0.21
Fungi,Kluyveromyces marxianus ( 4911 ),Kluyveromyces ( 4910 ),0,0,0,0.4,-0.02,0.07,0.07,0.0,0.76,0.0,0.07
Bacteria,uncultured Sphingobacterium sp. EB080_L08E11 ( 710992 ),Sphingobacterium ( 28453 ),0,0,0,0.07,-0.22,0.07,0.14,0.0,0.0,0.0,0.0
Bacteria,Acinetobacter baumannii ( 470 ),Acinetobacter ( 469 ),0,0,0,-0.12,-0.13,0.07,1.0,0.0,-0.13,0.0,0.5
Bacteria,Chondromyces crocatus ( 52 ),Chondromyces ( 50 ),0,0,0,-0.13,-0.13,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Herbaspirillum lusitanum ( 213312 ),Herbaspirillum ( 963 ),0,0,0,-0.08,-0.22,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Shigella boydii ( 621 ),Shigella ( 620 ),0,0,0,-0.12,-0.14,0.07,0.07,0.0,0.0,0.0,0.0
Saccharomyces,Saccharomyces cerevisiae ( 4932 ),Saccharomyces ( 4930 ),0,0,0,-0.14,-0.14,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Acinetobacter oleivorans ( 1148157 ),Acinetobacter ( 469 ),0,0,0,-0.15,-0.13,0.07,1.0,0.0,-0.13,0.0,0.5
Bacteria,Acinetobacter sp. ( 472 ),Acinetobacter ( 469 ),0,0,0,-0.05,-0.13,0.21,1.0,0.0,-0.13,0.0,0.5
