Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Macrococcus caseolyticus ( 69966 ),Macrococcus ( 69965 ),156998,5758,5751,27.3,27.26,210.97,210.97,0.0,0.0,0.0,0.0
Bacteria,uncultured Gemella sp. ( 254352 ),Gemella ( 1378 ),56367,1944,2572,34.54,28.99,56.28,83.68,0.0,1.75,0.0,15.76
Bacteria,Pyramidobacter piscolens ( 638849 ),Pyramidobacter ( 638847 ),27185,274,279,99.0,99.0,2.77,2.77,1.88,1.88,0.04,0.04
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),21319,8737,12416,3.21,1.68,19.02,3006.58,66.66,2.45,130.16,649.66
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),19374,4374,3207,6.84,4.44,636.8,648.74,2.14,0.5,7.35,9.56
Bacteria,uncultured Actinobacillus sp. ( 417616 ),Actinobacillus ( 713 ),18590,1356,825,99.0,13.7,13.7,54.61,0.0,1.41,0.0,0.73
Bacteria,Gemella sp. oral strain C24KA ( 134228 ),Gemella ( 1378 ),15414,531,2572,31.66,28.99,16.79,83.68,0.0,1.75,0.0,15.76
Bacteria,Granulicatella elegans ( 137732 ),Granulicatella ( 117563 ),13630,353,589,99.0,38.56,3.57,15.34,-0.16,-0.15,0.34,0.69
Bacteria,uncultured Granulicatella sp. ( 316089 ),Granulicatella ( 117563 ),11643,301,589,27.83,38.56,10.85,15.34,0.0,-0.15,0.0,0.69
Bacteria,Citrus blotchy-mottle phytoplasma ( 1151029 ),Candidatus Phytoplasma ( 33926 ),11592,515,413,99.0,22.5,5.2,5.33,0.0,55.07,0.0,2.28
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),11514,7032,332,99.0,1.64,71.03,169.16,0.0,0.33,0.0,21.2
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),8295,4923,12416,23.51,1.68,209.35,3006.58,0.99,2.45,1.21,649.66
Bacteria,Streptococcus thermophilus ( 1308 ),Streptococcus ( 1301 ),4100,2427,12416,5.88,1.68,410.44,3006.58,1.5,2.45,10.15,649.66
Bacteria,uncultured Flexistipes sp. ( 274586 ),Flexistipes ( 2351 ),3965,73,40,99.0,54.02,0.74,0.74,0.0,0.0,0.0,0.0
Bacteria,Gemella haemolysans ( 1379 ),Gemella ( 1378 ),3499,122,2572,14.88,28.99,8.1,83.68,0.45,1.75,3.94,15.76
Bacteria,Leptotrichia buccalis ( 40542 ),Leptotrichia ( 32067 ),3344,325,565,9.69,10.29,33.53,36.76,0.0,5.11,0.0,9.71
