Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Alteromonas australica ( 589873 ),Alteromonas ( 226 ),894,206,22,39.89,4.34,5.17,5.17,0.0,0.0,0.0,0.0
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),23,2,2,9.1,9.1,0.29,0.29,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),3,1,2,0.35,0.35,0.57,0.57,3.46,3.46,0.29,0.29
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),2,18,0,7.15,0.15,1.72,1.72,7.03,0.14,0.86,0.86
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.24,0.24,0.29,0.29,0.0,0.0,0.0,0.0
Bacteria,Crinalium epipsammum ( 241425 ),Crinalium ( 241421 ),0,0,0,0.2,0.2,0.29,0.29,0.0,0.0,0.0,0.0
Bacteria,bacterium mpn-isolate group 13 ( 157944 ),No genus ( -1 ),0,21,0,36.77,0.0,0.57,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Bacillus phage BCJA1c ( 294382 ),No genus ( -1 ),0,28,0,100.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),unidentified ( 32644 ),No genus ( -1 ),0,0,0,-0.25,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured microorganism ( 358574 ),No genus ( -1 ),0,0,0,-0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Pseudomonadales bacterium ( 332614 ),No genus ( -1 ),0,0,0,0.42,0.0,1.15,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.28,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Viruses,Torque teno midi virus ( 432261 ),No genus ( -1 ),0,28,0,100.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Bacteria,Pseudomonas sp. ( 306 ),No genus ( -1 ),0,0,0,0.2,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured gamma proteobacterium ( 86473 ),No genus ( -1 ),0,0,0,-0.23,0.0,0.29,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,-1,0,-0.32,0.0,6.03,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage StB12 ( 1147042 ),No genus ( -1 ),0,1,0,1.95,0.0,0.29,0.0,1.86,0.0,0.29,0.0
Bacteria,Lactobacillus kefiranofaciens ( 267818 ),Lactobacillus ( 1578 ),0,0,0,0.0,-0.32,0.29,0.29,0.0,0.0,0.0,0.0
Bacteria,Melissococcus plutonius ( 33970 ),Melissococcus ( 33969 ),0,0,0,-0.03,-0.04,0.29,0.29,0.0,0.0,0.0,0.0
Bacteria,Marinomonas sp. MWYL1 ( 400668 ),Marinomonas ( 28253 ),0,0,0,-0.04,-0.1,0.29,0.29,0.0,0.0,0.0,0.0
Bacteria,Enterococcus sp. 7L76 ( 657310 ),Enterococcus ( 1350 ),0,0,0,0.04,-0.15,0.29,4.31,0.0,-0.06,0.0,2.01
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.17,-0.05,0.29,0.57,0.0,0.0,0.0,0.0
Bacteria,Acinetobacter pittii ( 48296 ),Acinetobacter ( 469 ),0,0,0,-0.11,-0.13,0.29,0.86,0.0,0.0,0.0,0.0
Bacteria,Acinetobacter lwoffii ( 28090 ),Acinetobacter ( 469 ),0,0,0,-0.13,-0.13,0.29,0.86,0.0,0.0,0.0,0.0
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),0,0,0,-0.14,-0.14,0.29,0.29,0.0,-0.23,0.0,0.29
Bacteria,Staphylococcus hyicus ( 1284 ),Staphylococcus ( 1279 ),0,0,-15,-0.12,-0.17,0.29,34.47,0.0,-0.28,0.0,6.61
Bacteria,Acinetobacter guillouiae ( 106649 ),Acinetobacter ( 469 ),0,0,0,-0.19,-0.13,0.29,0.86,0.0,0.0,0.0,0.0
