Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Enterobacter aerogenes ( 548 ),Enterobacter ( 547 ),6379060,267059,107381,99.0,22.66,2044.83,2130.9,99.0,27.73,652.73,677.43
Bacteria,Bacteroides thetaiotaomicron ( 818 ),Bacteroides ( 816 ),3481280,123124,50622,99.0,28.43,1233.56,1329.44,68.11,9.65,14.71,520.46
Bacteria,Bacteroides caccae ( 47678 ),Bacteroides ( 816 ),76772,7942,50622,12.59,28.43,0.5,1329.44,48.15,9.65,164.82,520.46
Bacteria,Bacteroides ovatus ( 28116 ),Bacteroides ( 816 ),33166,1302,50622,25.65,28.43,42.76,1329.44,10.57,9.65,19.49,520.46
Bacteria,Bacteroides fragilis ( 817 ),Bacteroides ( 816 ),25925,1990,50622,9.62,28.43,37.2,1329.44,34.14,9.65,47.81,520.46
Bacteria,Enterobacter ludwigii ( 299767 ),Enterobacter ( 547 ),20432,901,107381,25.99,22.66,34.7,2130.9,0.0,27.73,0.0,677.43
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),11619,1869,2171,21.72,6.18,80.71,167.96,6.5,6.75,17.92,91.31
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),10580,1711,2171,56.25,6.18,30.38,167.96,1.84,6.75,1.54,91.31
Bacteria,Bacteroides stercoris ( 46506 ),Bacteroides ( 816 ),10227,1058,50622,1.21,28.43,0.45,1329.44,56.95,9.65,18.58,520.46
Bacteria,Bacteroides sp. QQW-2006 ( 388109 ),Bacteroides ( 816 ),8361,294,50622,100.0,28.43,2.94,1329.44,0.0,9.65,0.0,520.46
Bacteria,Neisseria flavescens ( 484 ),Neisseria ( 482 ),6291,938,2171,50.15,6.18,1.47,167.96,19.39,6.75,44.6,91.31
Bacteria,Rhodopirellula baltica ( 265606 ),Rhodopirellula ( 265488 ),5848,177,177,32.91,32.91,5.4,5.4,0.0,0.0,0.0,0.0
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),4194,678,2171,26.46,6.18,25.4,167.96,3.43,6.75,1.79,91.31
Bacteria,Cosenzaea myxofaciens ( 184072 ),Cosenzaea ( 1354333 ),4124,41,41,100.0,100.0,0.41,0.41,0.0,0.0,0.0,0.0
Bacteria,Neisseria subflava ( 28449 ),Neisseria ( 482 ),3558,528,2171,51.24,6.18,0.34,167.96,99.0,6.75,5.17,91.31
Bacteria,uncultured Bacteroides sp. SMG1 ( 1131818 ),Bacteroides ( 816 ),3308,142,50622,99.0,28.43,1.04,1329.44,100.0,9.65,0.39,520.46
Bacteria,Enterobacter sp. DAR06 ( 1116204 ),Enterobacter ( 547 ),3218,142,107381,99.0,22.66,1.43,2130.9,0.0,27.73,0.0,677.43
Bacteria,Pantoea ananatis ( 553 ),Pantoea ( 53335 ),1938,522,6,-0.38,-0.15,0.02,1.95,25.51,3.71,20.48,21.25
