Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Eukaryotes,Euplotes aediculatus ( 5940 ),Euplotes ( 5935 ),1669,16,16,100.0,100.0,0.17,0.17,0.0,0.0,0.0,0.0
Panarthropoda,Hydroglyphus daemeli ( 196357 ),Hydroglyphus ( 107868 ),238,2,2,100.0,100.0,0.02,0.02,0.0,0.0,0.0,0.0
Viruses,Human mastadenovirus C ( 129951 ),Mastadenovirus ( 10509 ),0,0,0,0.55,0.55,0.17,0.17,0.47,0.47,0.14,0.14
Deuterostomes,Salmo salar ( 8030 ),Salmo ( 8028 ),0,0,0,0.2,0.2,0.26,0.26,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Asclepias syriaca ( 48545 ),Asclepias ( 21199 ),0,0,0,0.08,0.08,0.02,0.02,0.0,0.0,0.0,0.0
Environmental samples,uncultured rumen bacterium ( 136703 ),No genus ( -1 ),0,0,0,-0.19,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured Sphingobacteria bacterium ( 246143 ),No genus ( -1 ),0,0,0,-0.3,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.21,0.0,0.02,0.0,-0.15,0.0,0.26,0.0
Unclassified Sequence (synthetic),unidentified ( 32644 ),No genus ( -1 ),0,0,0,-0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Environmental samples,unidentified marine bacterioplankton ( 13136 ),No genus ( -1 ),0,0,0,-0.33,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Bacteria,uncultured delta proteobacterium ( 34034 ),No genus ( -1 ),0,0,0,-0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Fungi,uncultured Basidiomycota ( 175244 ),No genus ( -1 ),0,0,0,-0.37,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pDRIVE ( 404219 ),No genus ( -1 ),0,0,0,21.36,0.0,0.02,0.0,0.0,0.0,0.0,0.0
