Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),88259,5161,13214,7.21,7.22,365.07,382.0,34.68,27.37,72.96,80.49
Viruses,Rhinovirus A ( 147711 ),Enterovirus ( 12059 ),38117,624,686,99.0,45.45,4.48,4.75,99.0,99.0,1.83,1.93
Stramenopiles (heterokonts),Synedra hyperborea ( 265534 ),Synedra ( 191584 ),14854,148,148,100.0,100.0,1.49,1.49,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Asterionella formosa ( 210441 ),Asterionella ( 35129 ),8977,90,90,99.0,99.0,0.92,0.92,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Halamphora oligotraphenta ( 1487567 ),Halamphora ( 1242273 ),2970,29,29,100.0,100.0,0.3,0.3,0.0,0.0,0.0,0.0
Bacteria,Planifilum fimeticola ( 201975 ),Planifilum ( 332100 ),2970,29,32,100.0,100.0,0.3,0.32,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Diatoma moniliforme ( 515476 ),Diatoma ( 2862 ),2475,24,32,100.0,100.0,0.25,0.32,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Campylopodium medium ( 94681 ),Campylopodium ( 94680 ),2228,22,22,100.0,100.0,0.22,0.22,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Cylindrotheca closterium ( 2856 ),Cylindrotheca ( 2852 ),2076,56,39,52.78,36.95,1.06,1.06,0.0,0.0,0.0,0.0
Deuterostomes,Oncorhynchus mykiss ( 8022 ),Oncorhynchus ( 8016 ),1927,81,121,31.54,23.5,2.3,2.45,26.2,26.2,0.32,0.32
Panarthropoda,Crangon franciscorum ( 307031 ),Crangon ( 98082 ),1485,14,14,100.0,100.0,0.15,0.15,0.0,0.0,0.0,0.0
Deuterostomes,Salmo salar ( 8030 ),Salmo ( 8028 ),1147,94,877,12.11,12.11,7.82,7.82,0.0,100.0,0.0,0.02
Viruses,Human rhinovirus C192483 ( 741955 ),Enterovirus ( 12059 ),1125,24,686,100.0,45.45,0.25,4.75,0.0,99.0,0.0,1.93
Stramenopiles (heterokonts),Amphora pediculus ( 431328 ),Amphora ( 59796 ),1037,44,19,99.0,23.52,0.45,0.82,0.0,0.0,0.0,0.0
Bacteria,Fusobacterium necrophorum ( 859 ),Fusobacterium ( 848 ),991,131,13214,12.64,7.22,10.25,382.0,3.03,27.37,0.67,80.49
Viridiplantae (green plants),Aneura mirabilis ( 280810 ),Aneura ( 70217 ),990,9,9,100.0,100.0,0.1,0.1,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Frustulia cf. magaliesmontana PU-2012 ( 1264789 ),Frustulia ( 431357 ),980,9,12,100.0,99.0,0.1,0.12,0.0,0.0,0.0,0.0
Eukaryotes,Esquamula lacrimiformis ( 1176540 ),Esquamula ( 1273542 ),742,7,7,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Diatoma tenue ( 2863 ),Diatoma ( 2862 ),742,7,32,100.0,100.0,0.07,0.32,0.0,0.0,0.0,0.0
Apicocomplexa,Cystoisospora belli ( 482538 ),Cystoisospora ( 242060 ),742,7,7,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Dicranum polysetum ( 98326 ),Dicranum ( 3221 ),742,7,7,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Eukaryotes,Neobodo curvifilus ( 351716 ),Neobodo ( 312470 ),735,7,7,100.0,99.0,0.07,0.07,0.0,0.0,0.0,0.0
Viruses,Human rhinovirus sp. ( 169066 ),Enterovirus ( 12059 ),602,7,686,100.0,45.45,0.02,4.75,100.0,99.0,0.05,1.93
Bacteria,Prevotella sp. oral taxon 317 ( 652721 ),Prevotella ( 838 ),534,446,91,99.0,1.26,4.28,72.84,4.34,-0.0,5.22,16.76
Bacteria,Cetobacterium somerae ( 188913 ),Cetobacterium ( 180162 ),495,5,4,100.0,100.0,0.05,0.05,0.85,0.9,0.07,0.07
Panarthropoda,Phyllocoptruta sp. NJAUEriGD70 ( 1536882 ),Phyllocoptruta ( 1452690 ),495,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Thermoactinomyces vulgaris ( 2026 ),Thermoactinomyces ( 2023 ),495,4,7,100.0,100.0,0.05,0.07,0.0,0.0,0.0,0.0
Red Algae,Caloglossa pacifica ( 210848 ),Caloglossa ( 31388 ),495,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Red Algae,Gracilariophila oryzoides ( 42480 ),Gracilariophila ( 42479 ),495,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Amoebozoa,Pessonella sp. PRA-29 ( 498008 ),Pessonella ( 498007 ),495,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Eukaryotes,Petalomonas cantuscygni ( 56452 ),Petalomonas ( 56451 ),495,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Fungi,Rhizosphaera pini ( 64367 ),Rhizosphaera ( 57484 ),495,4,4,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
