Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 7 ( 10372 ),Roseolovirus ( 40272 ),1162,11,19,100.0,100.0,0.12,0.19,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Roundia cardiophora ( 1403802 ),Roundia ( 1403801 ),1139,11,11,99.0,99.0,0.12,0.12,0.0,0.0,0.0,0.0
Viruses,Human herpesvirus 6B ( 32604 ),Roseolovirus ( 40272 ),775,7,19,100.0,100.0,0.08,0.19,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Skeletonema pseudocostatum ( 41457 ),Skeletonema ( 2842 ),683,11,6,99.0,59.36,0.12,0.12,0.0,0.0,0.0,0.0
Eukaryotes,Micronuclearia podoventralis ( 238746 ),Micronuclearia ( 238745 ),387,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Giesbergeria giesbergeri ( 180194 ),Giesbergeria ( 352449 ),387,3,3,100.0,100.0,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Frustulia cf. magaliesmontana PU-2012 ( 1264789 ),Frustulia ( 431357 ),322,3,3,100.0,83.19,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Thalassiosira weissflogii ( 67004 ),Thalassiosira ( 35127 ),288,46,3,99.0,6.26,0.47,0.5,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Asterionella formosa ( 210441 ),Asterionella ( 35129 ),268,3,3,83.19,83.19,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Coscinodiscus radiatus ( 33642 ),Coscinodiscus ( 33641 ),181,2,2,68.34,68.34,0.04,0.04,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Asterionellopsis glacialis ( 33640 ),Asterionellopsis ( 33639 ),42,1,1,33.23,33.23,0.04,0.04,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Weigela japonica ( 79615 ),Weigela ( 79609 ),14,0,0,21.45,16.96,0.04,0.04,0.0,0.0,0.0,0.0
