Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Stramenopiles (heterokonts),Asterionella formosa ( 210441 ),Asterionella ( 35129 ),3001,30,30,99.0,99.0,0.31,0.31,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Synedra hyperborea ( 265534 ),Synedra ( 191584 ),1020,10,10,100.0,100.0,0.1,0.1,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Halamphora oligotraphenta ( 1487567 ),Halamphora ( 1242273 ),680,6,6,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Erodium texanum ( 28960 ),Erodium ( 21555 ),680,6,6,100.0,100.0,0.07,0.07,0.0,0.0,0.0,0.0
Amoebozoa,Vannella sp. GERB ( 1002216 ),Vannella ( 95228 ),673,6,6,100.0,99.0,0.07,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Navicula sp. CCMP2025 ( 659518 ),Navicula ( 50949 ),543,6,8,100.0,79.92,0.07,0.1,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Poterioochromonas sp. NTNV07 ( 1112926 ),Poterioochromonas ( 88166 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Bacteria,uncultured Nitrosovibrio sp. ( 261013 ),Nitrosovibrio ( 1232 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Odontella sinensis ( 2839 ),Odontella ( 2838 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Keteleeria davidiana ( 3324 ),Keteleeria ( 3323 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Bacteria,Candidatus Microthrix parvicella ( 41950 ),Candidatus Microthrix ( 41949 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Reclinomonas americana ( 48483 ),Reclinomonas ( 48482 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Peranema trichophorum ( 56466 ),Peranema ( 56465 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Glaucoma chattoni ( 5883 ),Glaucoma ( 5882 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Nannochloris normandinae ( 926285 ),Nannochloris ( 3187 ),340,3,3,100.0,100.0,0.03,0.03,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Thraustotheca clavata ( 74557 ),Thraustotheca ( 74556 ),333,3,3,99.0,99.0,0.03,0.03,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Navicula gregaria ( 355633 ),Navicula ( 50949 ),271,3,8,100.0,79.92,0.03,0.1,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Frustulia cf. magaliesmontana PU-2012 ( 1264789 ),Frustulia ( 431357 ),248,3,2,100.0,72.9,0.03,0.03,0.0,0.0,0.0,0.0
Eukaryotes,Tintinnidium mucicola ( 211016 ),Tintinnidium ( 211015 ),248,3,2,100.0,72.9,0.03,0.03,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Skeletonema pseudocostatum ( 41457 ),Skeletonema ( 2842 ),232,6,2,99.0,34.55,0.07,0.07,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Coscinodiscus radiatus ( 33642 ),Coscinodiscus ( 33641 ),121,2,2,59.86,59.86,0.03,0.03,0.0,0.0,0.0,0.0
Fungi,Xerula sp. olrim150 ( 243042 ),Xerula ( 71924 ),59,1,1,41.86,41.86,0.03,0.03,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Anemia phyllitidis ( 12940 ),Anemia ( 12939 ),44,1,1,36.21,36.21,0.03,0.03,0.0,0.0,0.0,0.0
Stramenopiles (heterokonts),Chrysolepidomonas dendrolepidota ( 64707 ),Chrysolepidomonas ( 64704 ),42,2,2,15.84,15.84,0.17,0.17,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Fraxinus angustifolia ( 166594 ),Fraxinus ( 38871 ),42,1,1,24.91,24.91,0.07,0.07,0.0,0.0,0.0,0.0
