Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human coronavirus HKU1 ( 290028 ),Betacoronavirus ( 694002 ),6599880,66665,80742,100.0,99.0,407.79,407.79,100.0,99.0,258.87,260.71
Bacteria,Mycoplasma salivarium ( 2124 ),Mycoplasma ( 2093 ),387990,6530,20367,99.0,58.99,56.72,168.33,99.0,62.01,9.24,9.61
Bacteria,Mycoplasma hyosynoviae ( 29559 ),Mycoplasma ( 2093 ),194234,3292,20367,99.0,58.99,33.26,168.33,0.0,62.01,0.0,9.61
Bacteria,Mycoplasma hominis ( 2098 ),Mycoplasma ( 2093 ),186681,3164,20367,99.0,58.99,31.97,168.33,0.0,62.01,0.0,9.61
Bacteria,Porphyromonas asaccharolytica ( 28123 ),Porphyromonas ( 836 ),144792,8649,15070,28.47,16.74,303.76,547.66,2.33,10.78,0.37,112.34
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),102705,2852,1794,99.0,36.45,27.16,27.53,36.85,28.75,4.43,16.08
Bacteria,Porphyromonas sp. oral taxon 279 ( 712438 ),Porphyromonas ( 836 ),96295,8853,15070,99.0,16.74,1.48,547.66,99.0,10.78,87.95,112.34
Bacteria,Mycoplasma penetrans ( 28227 ),Mycoplasma ( 2093 ),83089,1408,20367,99.0,58.99,14.23,168.33,0.0,62.01,0.0,9.61
Bacteria,Mycoplasma arthritidis ( 2111 ),Mycoplasma ( 2093 ),67982,1152,20367,99.0,58.99,11.64,168.33,0.0,62.01,0.0,9.61
Bacteria,Paludibacter propionicigenes ( 185300 ),Paludibacter ( 346096 ),46995,1438,1436,32.71,32.67,43.98,43.98,0.0,0.0,0.0,0.0
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),46968,8553,3387,22.34,7.38,255.72,373.24,36.45,1.7,77.97,198.26
Bacteria,Mycoplasma arginini ( 2094 ),Mycoplasma ( 2093 ),44242,749,20367,99.0,58.99,7.58,168.33,0.0,62.01,0.0,9.61
Bacteria,Porphyromonas gingivalis ( 837 ),Porphyromonas ( 836 ),43273,2584,15070,10.97,16.74,235.58,547.66,-0.11,10.78,0.18,112.34
Bacteria,Candidatus Azobacteroides pseudotrichonymphae ( 511435 ),Candidatus Azobacteroides ( 511434 ),26788,633,633,42.31,42.31,14.97,14.97,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma orale ( 2121 ),Mycoplasma ( 2093 ),17265,292,20367,99.0,58.99,2.96,168.33,0.0,62.01,0.0,9.61
Bacteria,Mycoplasma testudineum ( 244584 ),Mycoplasma ( 2093 ),15259,258,20367,100.0,58.99,2.59,168.33,0.0,62.01,0.0,9.61
Bacteria,Tenacibaculum soleae ( 447689 ),Tenacibaculum ( 104267 ),14638,254,223,65.55,57.55,3.88,3.88,0.0,0.0,0.0,0.0
Bacteria,Bacteroides ovatus ( 28116 ),Bacteroides ( 816 ),8790,2127,902,35.76,4.13,59.5,200.29,-0.01,0.37,0.18,34.18
Viridiplantae (green plants),Lophopyrum elongatum ( 4588 ),Lophopyrum ( 259373 ),7243,73,73,99.0,99.0,0.74,0.74,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma sp. Sgv2d ( 717794 ),Mycoplasma ( 2093 ),6539,110,20367,100.0,58.99,1.11,168.33,0.0,62.01,0.0,9.61
Bacteria,Mycoplasma canadense ( 29554 ),Mycoplasma ( 2093 ),6474,109,20367,99.0,58.99,1.11,168.33,0.0,62.01,0.0,9.61
Bacteria,Parabacteroides distasonis ( 823 ),Parabacteroides ( 375288 ),4375,520,394,21.64,8.41,24.02,37.88,0.59,2.0,1.66,21.43
Bacteria,Bacteroides fragilis ( 817 ),Bacteroides ( 816 ),3915,975,902,15.69,4.13,60.24,200.29,4.58,0.37,6.65,34.18
Fungi,Dichostereum durum ( 169327 ),Dichostereum ( 154748 ),3695,36,36,100.0,100.0,0.37,0.37,0.0,0.0,0.0,0.0
Archaea,Methanosaeta concilii ( 2223 ),Methanosaeta ( 2222 ),3576,90,60,65.85,41.65,1.29,1.29,5.98,5.3,0.92,0.92
Bacteria,Mycoplasma agalactiae ( 2110 ),Mycoplasma ( 2093 ),3237,54,20367,99.0,58.99,0.55,168.33,0.0,62.01,0.0,9.61
Bacteria,Alistipes shahii ( 328814 ),Alistipes ( 239759 ),2221,296,112,20.08,7.49,14.78,14.97,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma phocicerebrale ( 142649 ),Mycoplasma ( 2093 ),2158,36,20367,99.0,58.99,0.37,168.33,0.0,62.01,0.0,9.61
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),1793,243,3387,4.7,7.38,51.74,373.24,-0.13,1.7,0.37,198.26
Bacteria,Capnocytophaga gingivalis ( 1017 ),Capnocytophaga ( 1016 ),1763,268,651,17.73,3.47,3.14,60.05,32.0,7.38,6.65,21.8
Caudovirales (dsDNA phages),Staphylococcus phage Sap26 ( 872294 ),Phietalikevirus ( 1623298 ),1658,91,20,99.0,18.13,0.92,1.11,0.0,0.0,0.0,0.0
Bacteria,Mycoplasma mobile ( 2118 ),Mycoplasma ( 2093 ),1581,26,20367,72.53,58.99,0.37,168.33,0.0,62.01,0.0,9.61
Bacteria,Tannerella forsythia ( 28112 ),Tannerella ( 195950 ),1410,297,291,4.74,4.74,62.82,62.82,-0.12,-0.1,0.18,1.11
Bacteria,Capnocytophaga granulosa ( 45242 ),Capnocytophaga ( 1016 ),1362,257,651,92.68,3.47,1.48,60.05,46.48,7.38,2.59,21.8
Panarthropoda,Gryllus bimaculatus ( 6999 ),Gryllus ( 6998 ),1199,132,132,9.07,9.06,14.6,14.6,0.0,0.0,0.0,0.0
Bacteria,Prevotella sp. oral taxon 308 ( 712462 ),Alloprevotella ( 1283313 ),1128,36,11,100.0,30.55,0.37,0.37,0.0,0.95,0.0,24.76
Bacteria,Mycoplasma sp. 407 ( 1202435 ),Mycoplasma ( 2093 ),1089,18,20367,100.0,58.99,0.18,168.33,0.0,62.01,0.0,9.61
Bacteria,Mycoplasma sp. Sgv2a ( 717791 ),Mycoplasma ( 2093 ),1089,18,20367,100.0,58.99,0.18,168.33,0.0,62.01,0.0,9.61
Bacteria,uncultured Mycoplasma sp. ( 167967 ),Mycoplasma ( 2093 ),1079,18,20367,99.0,58.99,0.18,168.33,0.0,62.01,0.0,9.61
Bacteria,Lacinutrix sp. 5H-3-7-4 ( 983544 ),Lacinutrix ( 291183 ),1058,89,89,11.82,11.82,7.58,7.58,0.0,0.0,0.0,0.0
Bacteria,Polaribacter sp. a502 ( 663042 ),Polaribacter ( 52959 ),1055,256,12,99.0,4.12,2.59,2.96,0.0,0.0,0.0,0.0
Bacteria,Haliscomenobacter hydrossis ( 2350 ),Haliscomenobacter ( 2349 ),1003,90,90,11.11,11.11,8.13,8.13,0.0,0.0,0.0,0.0
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),891,128,3387,7.47,7.38,15.89,373.24,4.0,1.7,2.4,198.26
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),890,162,3387,41.8,7.38,2.59,373.24,2.73,1.7,19.96,198.26
Bacteria,Parabacteroides merdae ( 46503 ),Parabacteroides ( 375288 ),650,272,394,5.27,8.41,3.14,37.88,13.19,2.0,19.4,21.43
Bacteria,Prevotella timonensis ( 386414 ),Prevotella ( 838 ),579,217,3387,100.0,7.38,0.37,373.24,10.76,1.7,16.81,198.26
Bacteria,Mycoplasma phocidae ( 142651 ),Mycoplasma ( 2093 ),553,9,20367,50.74,58.99,0.18,168.33,0.0,62.01,0.0,9.61
Bacteria,uncultured Bacteroides sp. ( 162156 ),Bacteroides ( 816 ),540,130,902,8.43,4.13,15.52,200.29,0.0,0.37,0.0,34.18
Bacteria,Mycoplasma fermentans ( 2115 ),Mycoplasma ( 2093 ),462,7,20367,21.22,58.99,0.37,168.33,0.0,62.01,0.0,9.61
Bacteria,Chlamydia pneumoniae ( 83558 ),Chlamydia ( 810 ),443,54,7,99.0,8.08,0.55,0.92,0.0,-0.11,0.0,1.48
Bacteria,Mycoplasma cynos ( 171284 ),Mycoplasma ( 2093 ),421,7,20367,12.88,58.99,0.55,168.33,0.0,62.01,0.0,9.61
Bacteria,Prevotella sp. oral clone DO039 ( 163595 ),Prevotella ( 838 ),409,55,3387,100.0,7.38,0.55,373.24,0.0,1.7,0.0,198.26
Bacteria,Winogradskyella sp. PG-2 ( 754409 ),Winogradskyella ( 286104 ),388,59,59,6.56,6.55,9.05,9.05,0.0,0.0,0.0,0.0
Viruses,Alphapapillomavirus 4 ( 337043 ),Alphapapillomavirus ( 333750 ),378,36,3,100.0,2.41,0.18,0.18,100.0,18.08,0.18,0.18
Bacteria,uncultured Parabacteroides sp. ( 512312 ),Parabacteroides ( 375288 ),360,42,394,4.0,8.41,10.72,37.88,0.0,2.0,0.0,21.43
Bacteria,uncultured Porphyromonas sp. ( 159274 ),Porphyromonas ( 836 ),352,21,15070,3.36,16.74,6.28,547.66,0.0,10.78,0.0,112.34
