Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Deuterostomes,Babina okinavana ( 156870 ),Babina ( 1208378 ),547,5,5,99.0,99.0,0.06,0.06,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),1,0,0,1.98,1.95,0.5,0.5,0.0,0.0,0.0,0.0
Bacteria,Pasteurella multocida ( 747 ),Pasteurella ( 745 ),0,0,0,-0.15,-0.16,0.17,0.17,5.14,1.13,0.11,0.11
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.78,1.78,0.17,0.17,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.15,0.15,0.22,0.22,0.0,0.0,0.0,0.0
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.06,0.06,0.11,0.11,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Streptococcus phage MM1 ( 120574 ),No genus ( -1 ),0,5,0,100.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.17,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,2,0,4.07,0.0,0.56,0.0,0.0,0.0,0.0,0.0
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.04,-0.05,0.11,0.11,0.0,0.0,0.0,0.0
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),0,0,0,-0.01,-0.16,0.45,2.85,0.0,-0.16,0.0,2.51
Bacteria,Streptococcus macedonicus ( 59310 ),Streptococcus ( 1301 ),0,0,-16,-0.16,-0.08,0.06,163.49,0.0,-0.02,0.0,52.91
Bacteria,Streptococcus equi ( 1336 ),Streptococcus ( 1301 ),0,0,-16,-0.16,-0.08,0.06,163.49,0.0,-0.02,0.0,52.91
Bacteria,Haemophilus ducreyi ( 730 ),Haemophilus ( 724 ),0,0,0,-0.1,-0.14,0.06,1.51,0.0,-0.19,0.0,0.67
Bacteria,Streptococcus dysgalactiae ( 1334 ),Streptococcus ( 1301 ),0,0,-16,-0.18,-0.08,0.06,163.49,0.0,-0.02,0.0,52.91
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),0,0,-16,-0.18,-0.08,0.06,163.49,0.0,-0.02,0.0,52.91
Bacteria,Faecalibacterium prausnitzii ( 853 ),Faecalibacterium ( 216851 ),0,0,0,-0.13,-0.13,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Sneathia sp. Sn35 ( 1069640 ),Sneathia ( 168808 ),0,0,0,-0.15,-0.15,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),0,0,-16,-0.17,-0.08,0.11,163.49,0.0,-0.02,0.0,52.91
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),0,0,-16,-0.17,-0.08,0.06,163.49,-0.16,-0.02,0.28,52.91
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),0,0,0,-0.17,-0.17,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Treponema putidum ( 221027 ),Treponema ( 157 ),0,0,0,-0.16,-0.23,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,uncultured Streptococcus sp. ( 83427 ),Streptococcus ( 1301 ),0,0,-16,-0.16,-0.08,0.17,163.49,0.0,-0.02,0.0,52.91
Bacteria,Enterococcus hirae ( 1354 ),Enterococcus ( 1350 ),0,0,0,-0.18,-0.23,0.06,0.33,0.0,-0.29,0.0,0.11
Bacteria,Carnobacterium maltaromaticum ( 2751 ),Carnobacterium ( 2747 ),0,0,0,-0.26,-0.18,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),0,0,0,-0.11,-0.21,0.11,0.5,0.0,-0.16,0.0,0.22
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,-0.11,-0.11,0.22,0.22,0.0,0.0,0.0,0.0
Bacteria,Streptococcus suis ( 1307 ),Streptococcus ( 1301 ),0,0,-16,-0.08,-0.08,0.33,163.49,-0.19,-0.02,0.22,52.91
Bacteria,Riemerella anatipestifer ( 34085 ),Riemerella ( 34084 ),0,0,0,-0.16,-0.16,0.11,0.11,0.0,0.0,0.0,0.0
Bacteria,Gardnerella vaginalis ( 2702 ),Gardnerella ( 2701 ),0,0,0,-0.24,-0.24,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),0,0,-16,-0.11,-0.08,0.39,163.49,-0.32,-0.02,0.06,52.91
Bacteria,Capnocytophaga ochracea ( 1018 ),Capnocytophaga ( 1016 ),0,0,0,-0.26,-0.26,0.06,0.06,0.0,-0.39,0.0,0.17
Bacteria,Serratia plymuthica ( 82996 ),Serratia ( 613 ),0,0,0,-0.18,-0.43,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Streptococcus oligofermentans ( 195041 ),Streptococcus ( 1301 ),0,0,-16,-0.15,-0.08,0.39,163.49,0.0,-0.02,0.0,52.91
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.5,-0.17,0.06,0.33,0.0,0.0,0.0,0.0
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),0,0,-16,-0.19,-0.08,0.28,163.49,-0.17,-0.02,0.17,52.91
