Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Neisseria sicca ( 490 ),Neisseria ( 482 ),5287,1069,649,-0.02,2.91,0.36,82.72,29.15,4.94,36.7,68.1
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),2824,5879,375,4.22,0.15,238.77,536.31,99.0,0.55,49.21,190.1
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),1302,445,649,21.41,2.91,20.63,82.72,2.56,4.94,1.38,68.1
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),882,284,649,8.21,2.91,31.52,82.72,2.98,4.94,8.78,68.1
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),670,230,649,20.49,2.91,11.25,82.72,0.1,4.94,0.24,68.1
Bacteria,Neisseria polysaccharea ( 489 ),Neisseria ( 482 ),287,60,649,100.0,2.91,0.06,82.72,18.52,4.94,2.95,68.1
Bacteria,Neisseria mucosa ( 488 ),Neisseria ( 482 ),249,50,649,1.62,2.91,0.12,82.72,9.97,4.94,5.05,68.1
Bacteria,Neisseria subflava ( 28449 ),Neisseria ( 482 ),163,33,649,8.69,2.91,0.06,82.72,25.87,4.94,1.26,68.1
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),135,638,375,9.94,0.15,54.26,536.31,4.0,0.55,24.79,190.1
Bacteria,Neisseria elongata ( 495 ),Neisseria ( 482 ),54,18,649,1.01,2.91,18.41,82.72,-0.11,4.94,0.12,68.1
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),36,72,375,0.07,0.15,131.69,536.31,0.99,0.55,63.53,190.1
Bacteria,Neisseria sp. AP206 ( 1229328 ),Neisseria ( 482 ),16,5,649,46.96,2.91,0.12,82.72,0.0,4.94,0.0,68.1
