Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Pseudomonas aeruginosa ( 287 ),Pseudomonas ( 286 ),85294200,1669260,694414,51.6,11.18,8911.52,8963.224291872273,99.0,66.28,12216.1,18273.1
Bacteria,Pseudomonas sp. M18 ( 228095 ),Pseudomonas ( 286 ),231181,3862,694414,100.0,11.18,4.5,8963.224291872273,99.0,66.28,34.47,18273.1
Bacteria,Pseudomonas denitrificans ( 43306 ),Pseudomonas ( 286 ),151840,2295,694414,0.85,11.18,6.0,8963.224291872273,69.46,66.28,32.97,18273.1
Bacteria,Pseudomonas knackmussii ( 65741 ),Pseudomonas ( 286 ),45700,695,694414,1.02,11.18,6.82,8963.224291872273,34.96,66.28,19.69,18273.1
Viruses,Pseudomonas phage Pf1 ( 10871 ),Inovirus ( 10861 ),20529,233,242,99.0,99.0,2.03,2.03,100.0,20.46,0.33,0.33
Bacteria,Pseudomonas sp. MFY72 ( 251067 ),Pseudomonas ( 286 ),20144,309,694414,100.0,11.18,0.06,8963.224291872273,100.0,66.28,3.03,18273.1
Bacteria,Pseudomonas resinovorans ( 53412 ),Pseudomonas ( 286 ),14920,225,694414,0.09,11.18,2.64,8963.224291872273,16.17,66.28,13.92,18273.1
Bacteria,Pseudomonas brassicacearum ( 930166 ),Pseudomonas ( 286 ),14577,219,694414,-0.3,11.18,0.12,8963.224291872273,21.84,66.28,10.07,18273.1
Bacteria,Pseudomonas cremoricolorata ( 157783 ),Pseudomonas ( 286 ),9721,146,694414,-0.14,11.18,0.43,8963.224291872273,45.08,66.28,3.25,18273.1
Bacteria,Pseudomonas entomophila ( 312306 ),Pseudomonas ( 286 ),9011,136,694414,0.36,11.18,2.35,8963.224291872273,8.97,66.28,15.15,18273.1
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),8732,1514,41,22.04,1.06,5.2,5.77,99.0,6.15,14.14,14.86
Bacteria,Pseudomonas syringae ( 317 ),Pseudomonas ( 286 ),5232,78,694414,-0.22,11.18,0.06,8963.224291872273,7.53,66.28,10.48,18273.1
Bacteria,Pseudomonas fulva ( 47880 ),Pseudomonas ( 286 ),3697,55,694414,-0.19,11.18,0.53,8963.224291872273,9.4,66.28,5.94,18273.1
Bacteria,Pseudomonas chlororaphis ( 587753 ),Pseudomonas ( 286 ),3370,50,694414,-0.2,11.18,1.66,8963.224291872273,7.19,66.28,7.08,18273.1
Bacteria,Pseudomonas mendocina ( 300 ),Pseudomonas ( 286 ),2551,37,694414,-0.16,11.18,5.67,8963.224291872273,1.97,66.28,19.59,18273.1
Bacteria,Pseudomonas stutzeri ( 316 ),Pseudomonas ( 286 ),1717,25,694414,-0.32,11.18,2.52,8963.224291872273,0.94,66.28,27.69,18273.1
Bacteria,Pseudomonas savastanoi ( 29438 ),Pseudomonas ( 286 ),1542,23,694414,-0.1,11.18,0.02,8963.224291872273,7.43,66.28,3.13,18273.1
Bacteria,Pseudomonas protegens ( 380021 ),Pseudomonas ( 286 ),1526,22,694414,-0.15,11.18,1.78,8963.224291872273,10.16,66.28,2.27,18273.1
Bacteria,Pseudomonas fluorescens ( 294 ),Pseudomonas ( 286 ),1439,21,694414,-0.23,11.18,2.39,8963.224291872273,0.79,66.28,27.75,18273.1
Bacteria,Pseudomonas alkylphenolia ( 237609 ),Pseudomonas ( 286 ),1405,21,694414,-0.1,11.18,0.33,8963.224291872273,12.95,66.28,1.64,18273.1
Bacteria,Pseudomonas putida ( 303 ),Pseudomonas ( 286 ),1372,19,694414,-0.16,11.18,5.18,8963.224291872273,0.88,66.28,23.64,18273.1
Bacteria,Pseudomonas composti ( 658457 ),Pseudomonas ( 286 ),1243,30,694414,99.0,11.18,0.14,8963.224291872273,100.0,66.28,0.16,18273.1
Bacteria,Pseudomonas balearica ( 74829 ),Pseudomonas ( 286 ),902,16,694414,0.92,11.18,3.97,8963.224291872273,6.48,66.28,2.01,18273.1
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),818,8,34,0.54,0.55,0.33,0.35,100.0,100.0,0.08,0.08
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),675,10,694414,-0.18,11.18,0.65,8963.224291872273,0.89,66.28,11.5,18273.1
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),614,6,12,0.1,0.1,0.12,0.12,100.0,100.0,0.06,0.06
Bacteria,Pseudomonas rhizosphaerae ( 216142 ),Pseudomonas ( 286 ),606,9,694414,-0.12,11.18,0.37,8963.224291872273,7.71,66.28,1.19,18273.1
Bacteria,Pseudomonas sp. 42A2 ( 533250 ),Pseudomonas ( 286 ),388,34,694414,100.0,11.18,0.35,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas parafulva ( 157782 ),Pseudomonas ( 286 ),380,5,694414,-0.19,11.18,0.31,8963.224291872273,4.07,66.28,1.41,18273.1
Bacteria,Pseudomonas viridiflava ( 33069 ),Pseudomonas ( 286 ),295,4,694414,4.11,11.18,0.02,8963.224291872273,2.93,66.28,1.51,18273.1
Bacteria,Pseudomonas mandelii ( 75612 ),Pseudomonas ( 286 ),272,4,694414,-0.22,11.18,0.27,8963.224291872273,4.8,66.28,0.86,18273.1
Bacteria,Pseudomonas citronellolis ( 53408 ),Pseudomonas ( 286 ),232,3,694414,-0.11,11.18,0.04,8963.224291872273,4.39,66.28,0.8,18273.1
Caudovirales (dsDNA phages),Erwinia phage phiEa21-4 ( 557393 ),Felixounalikevirus ( 1198140 ),204,2,2,0.5,0.5,0.02,0.02,100.0,100.0,0.02,0.02
Bacteria,Pseudomonas sp. 593 ( 633276 ),Pseudomonas ( 286 ),183,16,694414,100.0,11.18,0.16,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas sp. DHT2 ( 416851 ),Pseudomonas ( 286 ),183,16,694414,100.0,11.18,0.16,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas sp. JSK6 ( 1132581 ),Pseudomonas ( 286 ),160,14,694414,100.0,11.18,0.14,8963.224291872273,0.0,66.28,0.0,18273.1
Viridiplantae (green plants),Ginkgo biloba ( 3311 ),Ginkgo ( 3310 ),111,1,1,10.24,10.24,0.02,0.02,73.04,73.04,0.02,0.02
Bacteria,Azotobacter chroococcum ( 353 ),Azotobacter ( 352 ),104,18,11,0.01,-0.1,1.29,2.11,5.84,5.56,3.21,6.82
Bacteria,Azotobacter vinelandii ( 354 ),Azotobacter ( 352 ),100,17,11,-0.19,-0.1,0.82,2.11,5.19,5.56,3.48,6.82
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),99,17,41,3.99,1.06,0.55,5.77,38.58,6.15,0.41,14.86
Bacteria,Pseudomonas syringae group genomosp. 3 ( 251701 ),Pseudomonas ( 286 ),99,1,694414,-0.24,11.18,0.06,8963.224291872273,3.32,66.28,0.45,18273.1
Bacteria,Pseudomonas sp. LM15 ( 1449785 ),Pseudomonas ( 286 ),91,8,694414,100.0,11.18,0.08,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas monteilii ( 76759 ),Pseudomonas ( 286 ),90,1,694414,-0.14,11.18,0.31,8963.224291872273,1.6,66.28,0.86,18273.1
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),84,76,7,-0.07,-0.09,6.86,7.31,4.95,1.11,15.51,17.19
Bacteria,Pseudomonas sp. B-Hemo2 ( 1608846 ),Pseudomonas ( 286 ),68,6,694414,100.0,11.18,0.06,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas sp. enrichment culture clone TLF-A ( 1150780 ),Pseudomonas ( 286 ),68,6,694414,100.0,11.18,0.06,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas sp. P86(2011) ( 1079846 ),Pseudomonas ( 286 ),68,6,694414,100.0,11.18,0.06,8963.224291872273,0.0,66.28,0.0,18273.1
Caudovirales (dsDNA phages),Mycobacterium phage Che9c ( 205872 ),Che9clikevirus ( 1623282 ),50,1,1,49.83,49.83,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Pseudomonas sp. FGI182 ( 1259844 ),Pseudomonas ( 286 ),50,0,694414,-0.22,11.18,0.45,8963.224291872273,1.99,66.28,0.39,18273.1
Bacteria,Pseudomonas sp. P2(2011) ( 1079847 ),Pseudomonas ( 286 ),45,4,694414,100.0,11.18,0.04,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas sp. UW4 ( 1207075 ),Pseudomonas ( 286 ),32,0,694414,-0.2,11.18,0.37,8963.224291872273,2.23,66.28,0.23,18273.1
Bacteria,Pseudomonas sp. W15Aug4 ( 1215188 ),Pseudomonas ( 286 ),22,2,694414,100.0,11.18,0.02,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas sp. SPU ASD2 ( 1456801 ),Pseudomonas ( 286 ),22,2,694414,100.0,11.18,0.02,8963.224291872273,0.0,66.28,0.0,18273.1
Bacteria,Pseudomonas poae ( 200451 ),Pseudomonas ( 286 ),10,0,694414,-0.31,11.18,0.43,8963.224291872273,2.2,66.28,0.08,18273.1
Bacteria,Proteus mirabilis ( 584 ),Proteus ( 583 ),9,2,1,-0.05,-0.07,0.35,0.35,2.64,3.8,0.98,1.41
Bacteria,Pseudomonas sp. TKP ( 1415630 ),Pseudomonas ( 286 ),8,0,694414,-0.16,11.18,0.53,8963.224291872273,0.39,66.28,0.37,18273.1
Bacteria,Pseudomonas sp. VLB120 ( 69328 ),Pseudomonas ( 286 ),5,0,694414,-0.16,11.18,0.23,8963.224291872273,0.28,66.28,0.35,18273.1
Fungi,Pneumocystis murina ( 263815 ),Pneumocystis ( 4753 ),4,6,0,10.98,0.8,0.02,0.02,99.0,0.76,0.06,0.14
