Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),3416,983,517,1.09,0.66,112.73,113.97,17.01,3.88,50.55,52.16
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),156,721,121,5.38,0.03,49.56,341.48,23.03,0.33,19.74,136.12
Bacteria,Gemella haemolysans ( 1379 ),Gemella ( 1378 ),121,50,0,-0.03,-0.08,0.06,0.25,2.91,2.42,17.32,20.91
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),42,191,121,1.04,0.03,65.65,341.48,18.88,0.33,6.5,136.12
Bacteria,Gemella morbillorum ( 29391 ),Gemella ( 1378 ),16,7,0,1.95,-0.08,0.19,0.25,2.97,2.42,2.29,20.91
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),10,38,121,0.1,0.03,72.02,341.48,0.87,0.33,36.13,136.12
Bacteria,Acetohalobium arabaticum ( 28187 ),Acetohalobium ( 28186 ),9,0,0,12.61,12.61,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),6,6,2,6.34,1.01,0.93,0.93,2.38,1.23,0.31,0.93
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),6,17,121,-0.03,0.03,77.1,341.48,0.52,0.33,38.24,136.12
Bacteria,Aggregatibacter actinomycetemcomitans ( 714 ),Aggregatibacter ( 416916 ),5,6,6,4.74,0.82,1.3,4.02,1.03,0.77,0.19,2.6
Bacteria,Rothia sp. T40-1 ( 426589 ),Rothia ( 32207 ),4,6,517,100.0,0.66,0.06,113.97,0.0,3.88,0.0,52.16
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),2,7,121,-0.07,0.03,21.59,341.48,2.28,0.33,3.96,136.12
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),1,1,1,1.16,1.16,0.99,0.99,0.0,0.0,0.0,0.0
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),1,0,0,4.6,4.6,0.06,0.06,0.0,0.0,0.0,0.0
Bacteria,Aggregatibacter aphrophilus ( 732 ),Aggregatibacter ( 416916 ),1,1,6,0.54,0.82,2.72,4.02,0.0,0.77,0.37,2.6
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.89,0.89,0.99,0.99,0.0,0.0,0.0,0.0
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),0,20,121,1.6,0.03,12.75,341.48,-0.15,0.33,2.29,136.12
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),0,1,121,0.2,0.03,1.05,341.48,6.97,0.33,0.19,136.12
Bacteria,Haemophilus sp. CCUG 24145 ( 554004 ),Haemophilus ( 724 ),0,3,0,54.81,0.1,0.06,8.17,0.0,-0.01,0.0,2.91
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,121,-0.05,0.03,3.65,341.48,0.67,0.33,1.3,136.12
Bacteria,Pasteurella multocida ( 747 ),Pasteurella ( 745 ),0,0,0,-0.2,-0.2,0.06,0.06,2.68,1.31,0.06,0.12
Bacteria,Streptococcus sp. ChDC B388 ( 1433520 ),Streptococcus ( 1301 ),0,6,121,100.0,0.03,0.06,341.48,0.0,0.33,0.0,136.12
Bacteria,Streptococcus sp. K131 ( 336390 ),Streptococcus ( 1301 ),0,6,121,100.0,0.03,0.06,341.48,0.0,0.33,0.0,136.12
Bacteria,Streptococcus sp. MNZ1053 ( 1079906 ),Streptococcus ( 1301 ),0,6,121,99.0,0.03,0.06,341.48,0.0,0.33,0.0,136.12
Bacteria,Streptococcus viridans ( 78535 ),Streptococcus ( 1301 ),0,5,121,12.57,0.03,0.43,341.48,0.0,0.33,0.0,136.12
