Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),141,745,64,8.89,-0.02,23.6,257.42,99.0,0.27,5.41,123.15
Bacteria,Acetohalobium arabaticum ( 28187 ),Acetohalobium ( 28186 ),114,3,3,28.68,28.68,0.14,0.14,0.0,0.0,0.0,0.0
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),75,35,7,11.67,2.0,1.67,1.67,11.39,2.32,1.39,1.53
Bacteria,Gemella haemolysans ( 1379 ),Gemella ( 1378 ),68,38,1,0.88,0.08,0.56,0.69,2.51,1.79,15.13,16.11
Bacteria,Porphyromonas endodontalis ( 28124 ),Porphyromonas ( 836 ),53,39,1,1.21,-0.14,0.14,1.25,2.41,1.35,16.38,16.94
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),9,37,64,0.04,-0.02,56.37,257.42,0.91,0.27,37.77,123.15
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),7,5,14,0.02,0.01,9.44,9.44,1.37,1.57,3.61,5.69
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),3,12,64,-0.06,-0.02,22.63,257.42,2.87,0.27,4.86,123.15
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),3,9,64,-0.06,-0.02,62.76,257.42,0.41,0.27,31.8,123.15
Bacteria,Lactobacillus salivarius ( 1624 ),Lactobacillus ( 1578 ),2,104,-1,0.86,-0.13,7.78,17.08,23.47,0.03,4.17,11.66
Bacteria,Parvimonas micra ( 33033 ),Parvimonas ( 543311 ),2,1,2,-0.06,-0.06,1.39,1.39,1.34,1.51,1.11,1.25
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),1,1,1,1.23,1.23,1.25,1.25,0.0,0.0,0.0,0.0
Bacteria,Streptococcus mutans ( 1309 ),Streptococcus ( 1301 ),1,4,64,-0.08,-0.02,0.69,257.42,7.8,0.27,0.56,123.15
Bacteria,Gemella parahaemolysans ( 1179782 ),Gemella ( 1378 ),1,13,1,100.0,0.08,0.14,0.69,0.0,1.79,0.0,16.11
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),1,0,0,1.58,1.56,0.42,0.42,0.0,0.0,0.0,0.0
Eukaryotes,Onchocerca ochengi ( 42157 ),Onchocerca ( 6281 ),0,0,0,2.54,1.33,0.28,0.28,0.0,0.0,0.0,0.0
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),0,16,64,0.39,-0.02,30.27,257.42,3.44,0.27,1.25,123.15
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,2.41,2.41,0.14,0.14,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.96,0.96,0.83,0.83,0.0,0.0,0.0,0.0
Bacteria,Streptococcus gallolyticus ( 315405 ),Streptococcus ( 1301 ),0,1,64,0.06,-0.02,0.42,257.42,4.12,0.27,0.28,123.15
Bacteria,Brachyspira pilosicoli ( 52584 ),Brachyspira ( 29521 ),0,0,0,5.23,0.42,0.14,0.14,0.0,0.0,0.0,0.0
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),0,13,64,1.36,-0.02,8.61,257.42,0.86,0.27,2.36,123.15
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),0,0,64,-0.14,-0.02,1.39,257.42,0.34,0.27,3.19,123.15
