Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Moraxella catarrhalis ( 480 ),Moraxella ( 475 ),510069,25210,10189,28.52,9.89,289.69,289.79,99.0,25.27,171.21,172.13
Eukaryotes,Anadara sp. KJP-2011 ( 944639 ),Anadara ( 6554 ),1016,10,10,100.0,100.0,0.1,0.1,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),6,2,2,2.95,2.9,0.71,0.71,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),4,2,2,1.73,1.73,1.63,1.63,0.0,0.0,0.0,0.0
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,2.99,2.99,0.1,0.1,0.0,0.0,0.0,0.0
Fungi,Schizosaccharomyces pombe ( 4896 ),Schizosaccharomyces ( 4895 ),0,0,0,0.7,-0.14,0.1,0.1,4.47,1.88,0.1,0.1
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,2,0,9.81,0.11,0.3,0.91,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.89,0.89,0.1,0.1,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.39,0.39,0.41,0.41,0.0,0.0,0.0,0.0
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,1.22,0.11,0.1,0.91,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Sorghum bicolor ( 4558 ),Sorghum ( 4557 ),0,0,0,0.02,0.02,0.1,0.1,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0
