Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),26930500,368217,524336,99.0,85.89,2726.06,4227.42,99.0,38.14,993.31,4090.1
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),18250400,278101,415204,36.72,23.77,3359.87,3382.01,99.0,99.0,1562.9,1608.84
Bacteria,Granulicatella adiacens ( 46124 ),Granulicatella ( 117563 ),11793600,120050,2245,99.0,40.48,15.76,16.1,99.0,99.0,1196.86,1206.76
Bacteria,Porphyromonas sp. oral taxon 279 ( 712438 ),Porphyromonas ( 836 ),10713300,108231,8938,99.0,2.54,0.17,88.03,99.0,99.0,1093.07,1495.49
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),7822500,79015,124233,99.0,99.0,627.44,627.44,99.0,99.0,170.69,528.01
Bacteria,Mycoplasma salivarium ( 2124 ),Mycoplasma ( 2093 ),4349410,44404,14854,99.0,37.92,7.71,108.49,99.0,99.0,440.82,448.19
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),2709080,31600,524336,54.89,85.89,573.78,4227.42,4.27,38.14,24.82,4090.1
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),1873320,29248,524336,24.72,85.89,641.86,4227.42,99.0,38.14,135.15,4090.1
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),1517570,18791,524336,90.53,85.89,185.28,4227.42,59.3,38.14,34.04,4090.1
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),1373380,34031,524336,99.0,85.89,15.93,4227.42,68.47,38.14,474.02,4090.1
Bacteria,Prevotella pallens ( 60133 ),Prevotella ( 838 ),1191480,31026,524336,100.0,85.89,1.68,4227.42,99.0,38.14,311.71,4090.1
Bacteria,Prevotella oris ( 28135 ),Prevotella ( 838 ),750485,19488,524336,99.0,85.89,1.51,4227.42,99.0,38.14,195.34,4090.1
Bacteria,Prevotella salivae ( 228604 ),Prevotella ( 838 ),444177,11603,524336,99.0,85.89,0.34,4227.42,99.0,38.14,116.87,4090.1
Bacteria,Mageeibacillus indolicus ( 884684 ),Mageeibacillus ( 1637257 ),168735,1789,1889,99.0,99.0,17.1,17.1,11.5,11.5,8.38,8.38
Bacteria,Abiotrophia defectiva ( 46125 ),Abiotrophia ( 46123 ),148296,4881,67,0.66,0.69,0.67,2.18,30.32,30.38,160.97,161.3
Bacteria,Staphylococcus aureus ( 1280 ),Staphylococcus ( 1279 ),136210,38179,10809,32.43,3.23,950.21,1317.26,13.55,4.98,543.94,732.91
Bacteria,Prevotella veroralis ( 28137 ),Prevotella ( 838 ),117434,3075,524336,13.23,85.89,0.17,4227.42,92.12,38.14,33.37,4090.1
Bacteria,Mycoplasma hominis ( 2098 ),Mycoplasma ( 2093 ),99250,2456,14854,99.0,37.92,23.81,108.49,99.0,99.0,1.01,448.19
Bacteria,Prevotella dentalis ( 52227 ),Prevotella ( 838 ),87466,1018,524336,18.35,85.89,55.5,4227.42,0.07,38.14,2.68,4090.1
Bacteria,Mycoplasma canadense ( 29554 ),Mycoplasma ( 2093 ),70276,1826,14854,99.0,37.92,18.28,108.49,100.0,99.0,0.17,448.19
Bacteria,Mycoplasma arginini ( 2094 ),Mycoplasma ( 2093 ),65468,1726,14854,99.0,37.92,17.44,108.49,0.0,99.0,0.0,448.19
Bacteria,Mycoplasma arthritidis ( 2111 ),Mycoplasma ( 2093 ),62109,1477,14854,99.0,37.92,13.92,108.49,99.0,99.0,1.01,448.19
Bacteria,Campylobacter gracilis ( 824 ),Campylobacter ( 194 ),45609,1842,533,0.01,0.69,0.17,20.96,99.0,24.75,18.61,48.96
Bacteria,Prevotella disiens ( 28130 ),Prevotella ( 838 ),43333,1115,524336,100.0,85.89,0.17,4227.42,26.85,38.14,40.91,4090.1
Bacteria,Capnocytophaga sputigena ( 1019 ),Capnocytophaga ( 1016 ),39407,478,5406,99.0,3.03,0.84,52.99,36.29,99.0,10.9,436.96
Caudovirales (dsDNA phages),Staphylococcus phage Pvl108 ( 360398 ),77likevirus ( 1623274 ),37814,381,829,99.0,99.0,3.69,4.19,100.0,99.0,0.17,1.01
Bacteria,Staphylococcus lugdunensis ( 28035 ),Staphylococcus ( 1279 ),33214,6883,10809,5.16,3.23,114.69,1317.26,99.0,4.98,63.55,732.91
Bacteria,Prevotella histicola ( 470565 ),Prevotella ( 838 ),32097,820,524336,99.0,85.89,0.17,4227.42,32.4,38.14,24.82,4090.1
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),31225,1633,3272,2.43,2.32,128.77,128.77,25.01,23.09,52.82,68.08
Bacteria,Prevotella bivia ( 28125 ),Prevotella ( 838 ),30466,798,524336,1.1,85.89,0.17,4227.42,41.04,38.14,19.45,4090.1
Caudovirales (dsDNA phages),Staphylococcus phage PH15 ( 399185 ),Phietalikevirus ( 1623298 ),30314,315,1566,99.0,99.0,2.85,9.22,100.0,70.88,0.34,1.51
Caudovirales (dsDNA phages),Staphylococcus phage CNPH82 ( 398839 ),Phietalikevirus ( 1623298 ),28887,308,1566,99.0,99.0,2.52,9.22,50.93,70.88,1.17,1.51
Caudovirales (dsDNA phages),Staphylococcus phage Ipla7 ( 1197953 ),Phietalikevirus ( 1623298 ),23007,232,1566,99.0,99.0,2.35,9.22,0.0,70.88,0.0,1.51
Bacteria,Streptococcus infantis ( 68892 ),Streptococcus ( 1301 ),19822,9585,2727,36.47,0.48,2.35,1064.9,59.45,2.08,159.79,561.71
Bacteria,Prevotella ruminicola ( 839 ),Prevotella ( 838 ),19736,229,524336,11.23,85.89,20.46,4227.42,0.57,38.14,0.34,4090.1
Bacteria,Mycoplasma hyosynoviae ( 29559 ),Mycoplasma ( 2093 ),19336,215,14854,99.0,37.92,0.34,108.49,99.0,99.0,1.84,448.19
Bacteria,Capnocytophaga ochracea ( 1018 ),Capnocytophaga ( 1016 ),16771,325,5406,3.87,3.03,41.58,52.99,23.35,99.0,7.04,436.96
Bacteria,Prevotella oulorum ( 28136 ),Prevotella ( 838 ),15070,353,524336,99.0,85.89,0.34,4227.42,22.74,38.14,14.08,4090.1
Bacteria,Mycoplasma fermentans ( 2115 ),Mycoplasma ( 2093 ),11649,302,14854,99.0,37.92,3.02,108.49,19.18,99.0,0.17,448.19
