Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Ureaplasma urealyticum ( 2130 ),Ureaplasma ( 2129 ),3374,205,65,74.37,2.68,1.63,1.69,99.0,36.02,0.86,0.95
Bacteria,Ureaplasma parvum ( 134821 ),Ureaplasma ( 2129 ),97,2,65,0.01,2.68,0.06,1.69,28.12,36.02,0.1,0.95
Caudovirales (dsDNA phages),Staphylococcus phage phinm4 ( 387910 ),Phietalikevirus ( 1623298 ),62,9,2,99.0,6.57,0.1,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phiMR11 ( 379501 ),Phietalikevirus ( 1623298 ),42,6,2,100.0,6.57,0.06,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 77 ( 259901 ),77likevirus ( 1623274 ),38,1,3,1.04,5.43,0.02,0.09,100.0,36.21,0.01,0.01
Caudovirales (dsDNA phages),Staphylococcus phage phiETA3 ( 326037 ),Phietalikevirus ( 1623298 ),35,5,2,100.0,6.57,0.05,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 13 ( 186153 ),77likevirus ( 1623274 ),21,3,3,91.9,5.43,0.04,0.09,0.0,36.21,0.0,0.01
Caudovirales (dsDNA phages),Staphylococcus phage 80 ( 405947 ),Phietalikevirus ( 1623298 ),14,2,2,68.68,6.57,0.03,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 80alpha ( 53369 ),Phietalikevirus ( 1623298 ),14,2,2,68.68,6.57,0.03,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 88 ( 320848 ),Phietalikevirus ( 1623298 ),14,2,2,100.0,6.57,0.02,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 29 ( 320846 ),Phietalikevirus ( 1623298 ),14,2,2,100.0,6.57,0.02,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 71 ( 320844 ),Phietalikevirus ( 1623298 ),7,1,2,100.0,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 187 ( 55511 ),Phietalikevirus ( 1623298 ),7,1,2,100.0,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage X2 ( 320850 ),Phietalikevirus ( 1623298 ),7,1,2,100.0,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 55 ( 320845 ),Phietalikevirus ( 1623298 ),7,1,2,100.0,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phinm2 ( 387908 ),Phietalikevirus ( 1623298 ),5,0,2,39.09,6.57,0.02,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phinm1 ( 387907 ),Phietalikevirus ( 1623298 ),2,0,2,36.21,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 11 ( 12360 ),Phietalikevirus ( 1623298 ),1,0,2,19.42,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage Pvl108 ( 360398 ),77likevirus ( 1623274 ),0,0,3,6.04,5.43,0.02,0.09,0.0,36.21,0.0,0.01
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.8,0.8,0.92,0.92,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 69 ( 320834 ),Phietalikevirus ( 1623298 ),0,0,2,6.74,6.57,0.01,0.42,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.04,1.02,0.3,0.3,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.25,1.25,0.13,0.13,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.35,0.35,0.37,0.37,0.0,0.0,0.0,0.0
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,1.32,1.32,0.02,0.02,0.0,0.0,0.0,0.0
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,1.26,0.07,0.22,0.22,0.24,-0.08,0.05,0.2
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.7,0.7,0.03,0.03,0.0,0.0,0.0,0.0
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,0.38,0.38,0.03,0.03,0.0,0.0,0.0,0.0
Mammalia,Galeopterus variegatus ( 482537 ),Galeopterus ( 482536 ),0,0,0,0.26,0.26,0.01,0.01,0.0,0.0,0.0,0.0
Mammalia,Rhinopithecus roxellana ( 61622 ),Rhinopithecus ( 542827 ),0,0,0,0.17,0.17,0.01,0.01,0.0,0.0,0.0,0.0
Mammalia,Saimiri boliviensis ( 27679 ),Saimiri ( 9520 ),0,0,0,0.04,0.04,0.02,0.02,0.0,0.0,0.0,0.0
Viruses,Staphylococcus phage ROSA ( 320843 ),No genus ( -1 ),0,3,0,100.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Streptococcus phage SpSL1 ( 1566990 ),No genus ( -1 ),0,0,0,2.99,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Other sequences (vectors),Plasmid pIB485 ( 2565 ),No genus ( -1 ),0,4,0,100.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Unclassified Phage,unidentified phage ( 38018 ),No genus ( -1 ),0,0,0,1.58,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.29,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Streptococcus phage SM1 ( 157924 ),No genus ( -1 ),0,0,0,0.92,0.0,0.01,0.0,3.36,0.0,0.01,0.0
Bacteria,Candidatus Saccharibacteria oral taxon TM7x ( 1476577 ),No genus ( -1 ),0,0,0,-0.22,0.0,0.06,0.0,-0.16,0.0,0.05,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phiBU01 ( 1519999 ),No genus ( -1 ),0,2,0,100.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,0,0,0.67,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium Contigcl_7 ( 1393677 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Lactobacillus phage phiAQ113 ( 1206110 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage StauST398-3 ( 1195071 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pRLSAYC9 ( 1193165 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Unclassified Phage,Streptococcus phage 11865 ( 870473 ),No genus ( -1 ),0,2,0,100.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage SMSAP5 ( 1168612 ),No genus ( -1 ),0,2,0,100.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Unclassified Phage,Streptococcus phage 8140 ( 870474 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Streptococcus phage YMC-2011 ( 1051631 ),No genus ( -1 ),0,0,0,10.17,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Unclassified Phage,Streptococcus phage 34117 ( 870471 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage JS01 ( 1273712 ),No genus ( -1 ),0,0,0,39.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.07,0.0,0.0,0.0,0.0,0.0
Unclassified Phage,Staphylococcus phage tp310-1 ( 445515 ),No genus ( -1 ),0,0,0,22.22,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,-0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0
