Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Staphylococcus phage Pvl108 ( 360398 ),77likevirus ( 1623274 ),2,0,0,14.97,3.94,0.05,0.06,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage 13 ( 186153 ),77likevirus ( 1623274 ),1,0,0,26.59,3.94,0.01,0.06,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.93,0.93,1.02,1.02,-0.08,-0.08,0.01,0.01
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.63,0.63,0.58,0.58,0.0,0.0,0.0,0.0
Mammalia,Rhinopithecus roxellana ( 61622 ),Rhinopithecus ( 542827 ),0,0,0,1.77,1.77,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.72,0.7,0.23,0.23,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.89,0.89,0.1,0.1,0.0,0.0,0.0,0.0
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,1.64,1.64,0.03,0.03,0.0,0.0,0.0,0.0
Deuterostomes,Nipponia nippon ( 128390 ),Nipponia ( 128389 ),0,0,0,1.55,1.55,0.01,0.01,0.0,0.0,0.0,0.0
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.48,0.48,0.03,0.03,0.0,0.0,0.0,0.0
Mammalia,Mandrillus leucophaeus ( 9568 ),Mandrillus ( 9567 ),0,0,0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage P954 ( 668618 ),No genus ( -1 ),0,0,0,8.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,0,0,2.95,0.0,0.11,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage TEM123 ( 1168613 ),No genus ( -1 ),0,1,0,46.64,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.29,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage TEM126 ( 947066 ),No genus ( -1 ),0,0,0,26.59,0.0,0.01,0.0,0.0,0.0,0.0,0.0
