Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),974,17,18,42.78,0.02,0.18,0.18,99.0,99.0,0.1,0.1
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),363,888,332,0.71,0.12,462.29,478.42,3.14,0.58,178.97,197.76
Mammalia,Crocidura cyanea ( 458296 ),Crocidura ( 36801 ),142,1,1,100.0,100.0,0.01,0.01,0.0,0.0,0.0,0.0
Deuterostomes,Mycteroperca olfax ( 161132 ),Mycteroperca ( 103819 ),142,1,1,100.0,100.0,0.01,0.01,0.0,0.0,0.0,0.0
Viridiplantae (green plants),Microthamnion kuetzingianum ( 34148 ),Microthamnion ( 34147 ),33,0,0,48.44,48.44,0.01,0.01,0.0,0.0,0.0,0.0
Apicocomplexa,Leucocytozoon sabrazesi ( 434249 ),Leucocytozoon ( 195944 ),11,1,0,100.0,8.35,0.01,0.01,0.0,0.0,0.0,0.0
Fungi,Pneumocystis murina ( 263815 ),Pneumocystis ( 4753 ),7,3,0,23.76,2.7,0.04,0.06,99.0,1.73,0.03,0.3
Eukaryotes,Euglena longa ( 3037 ),Euglena ( 3038 ),7,0,0,33.27,7.7,0.03,0.03,0.0,0.0,0.0,0.0
Viruses,Torque teno virus 28 ( 687367 ),Alphatorquevirus ( 687331 ),2,7,0,100.0,0.31,0.07,0.18,0.0,0.55,0.0,0.01
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),1,1,1,1.22,1.22,1.24,1.24,-0.07,-0.07,0.01,0.01
Viruses,Torque teno virus 27 ( 687366 ),Alphatorquevirus ( 687331 ),1,4,0,100.0,0.31,0.04,0.18,0.0,0.55,0.0,0.01
Fungi,Parasitella parasitica ( 35722 ),Parasitella ( 35721 ),1,0,0,9.28,9.28,0.01,0.01,0.0,0.0,0.0,0.0
Fungi,Pneumocystis jirovecii ( 42068 ),Pneumocystis ( 4753 ),1,0,0,6.71,2.7,0.01,0.06,1.59,1.73,0.27,0.3
Viruses,Torque teno virus 29 ( 687368 ),Alphatorquevirus ( 687331 ),0,2,0,100.0,0.31,0.03,0.18,0.0,0.55,0.0,0.01
Viruses,Torque teno virus 12 ( 687351 ),Alphatorquevirus ( 687331 ),0,2,0,100.0,0.31,0.03,0.18,0.0,0.55,0.0,0.01
