Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Staphylococcus phage 13 ( 186153 ),77likevirus ( 1623274 ),70,10,0,99.0,6.74,0.1,0.1,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage Sap26 ( 872294 ),Phietalikevirus ( 1623298 ),2,5,0,99.0,0.48,0.05,0.05,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.65,1.65,0.16,0.16,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.62,0.62,0.58,0.58,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.22,0.22,0.47,0.47,0.43,0.43,0.05,0.05
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.09,0.07,0.16,0.16,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,1,0,5.59,0.0,0.21,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage SA13 ( 1195086 ),No genus ( -1 ),0,5,0,100.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,-0.1,-0.1,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Staphylococcus warneri ( 1292 ),Staphylococcus ( 1279 ),0,0,-2,-0.2,-0.25,0.05,4.93,0.0,-0.3,0.0,3.1
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.24,-0.2,0.16,0.26,0.0,0.0,0.0,0.0
Bacteria,Staphylococcus xylosus ( 1288 ),Staphylococcus ( 1279 ),0,0,-2,-0.36,-0.25,0.1,4.93,0.0,-0.3,0.0,3.1
Bacteria,Staphylococcus intermedius ( 1285 ),Staphylococcus ( 1279 ),0,0,-2,2.21,-0.25,0.1,4.93,0.0,-0.3,0.0,3.1
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,0,0,3.1,-0.2,0.1,0.26,0.0,0.0,0.0,0.0
Bacteria,Staphylococcus aureus ( 1280 ),Staphylococcus ( 1279 ),0,-1,-2,-0.18,-0.25,4.67,4.93,-0.26,-0.3,3.04,3.1
