Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),2428,96,72,99.0,0.42,0.73,0.73,99.0,99.0,0.24,0.24
Fungi,Pneumocystis murina ( 263815 ),Pneumocystis ( 4753 ),440,33,6,99.0,17.61,0.24,0.34,99.0,1.4,0.1,0.24
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),231,63,17,20.85,3.69,2.94,2.94,4.7,2.13,0.59,1.42
Fungi,Pneumocystis carinii ( 4754 ),Pneumocystis ( 4753 ),23,1,6,13.85,17.61,0.1,0.34,0.0,1.4,0.0,0.24
Bacteria,Granulicatella adiacens ( 46124 ),Granulicatella ( 117563 ),9,23,0,16.84,0.09,0.1,0.1,4.08,0.41,5.38,5.38
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),2,17,0,6.89,0.17,1.66,1.81,6.77,0.13,0.83,0.83
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),0,1,0,23.83,0.77,0.05,0.24,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.56,0.77,0.2,0.24,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.44,0.44,0.44,0.44,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.84,0.84,0.1,0.1,0.0,0.0,0.0,0.0
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,0,0,0.86,0.17,0.15,1.81,0.0,0.13,0.0,0.83
Mammalia,Mandrillus leucophaeus ( 9568 ),Mandrillus ( 9567 ),0,0,0,0.65,0.65,0.05,0.05,0.0,0.0,0.0,0.0
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.19,0.17,0.2,0.2,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.05,0.05,0.34,0.34,0.0,0.0,0.0,0.0
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.21,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,0.48,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.29,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Bacteria,Bacillus atrophaeus ( 1452 ),Bacillus ( 1386 ),0,0,0,0.0,-0.54,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Tetragenococcus halophilus ( 51669 ),Tetragenococcus ( 51668 ),0,0,0,-0.09,-0.16,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,uncultured Prevotella sp. ( 159272 ),Prevotella ( 838 ),0,0,-1,-0.15,-0.1,0.05,5.97,0.0,-0.12,0.0,4.5
Bacteria,Pelosinus fermentans ( 365349 ),Pelosinus ( 365348 ),0,0,0,-0.11,-0.18,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Campylobacter concisus ( 199 ),Campylobacter ( 194 ),0,0,0,-0.11,-0.2,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Enterococcus sulfureus ( 1356 ),Enterococcus ( 1350 ),0,0,0,-0.1,-0.23,0.05,0.2,0.0,0.0,0.0,0.0
Bacteria,Bacteroides xylanisolvens ( 371601 ),Bacteroides ( 816 ),0,0,0,-0.13,-0.17,0.05,0.15,0.0,0.0,0.0,0.0
Bacteria,Leuconostoc carnosum ( 1252 ),Leuconostoc ( 1243 ),0,0,0,-0.13,-0.18,0.05,0.05,0.0,-0.16,0.0,0.05
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.16,-0.16,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Terribacillus aidingensis ( 586416 ),Terribacillus ( 459532 ),0,0,0,-0.16,-0.16,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Lysinibacillus varians ( 1145276 ),Lysinibacillus ( 400634 ),0,0,0,-0.14,-0.2,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),0,0,0,-0.16,-0.18,0.05,0.98,0.0,-0.23,0.0,0.34
Bacteria,Bacteroides fragilis ( 817 ),Bacteroides ( 816 ),0,0,0,-0.16,-0.17,0.05,0.15,0.0,0.0,0.0,0.0
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),0,0,0,-0.16,-0.18,0.05,0.98,0.0,-0.23,0.0,0.34
Bacteria,Porphyromonas gingivalis ( 837 ),Porphyromonas ( 836 ),0,0,0,-0.17,-0.18,0.05,0.05,0.0,-0.26,0.0,0.69
Bacteria,Bacteroides thetaiotaomicron ( 818 ),Bacteroides ( 816 ),0,0,0,-0.17,-0.17,0.05,0.15,0.0,0.0,0.0,0.0
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),0,0,-1,-0.3,-0.1,0.05,5.97,0.0,-0.12,0.0,4.5
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),0,0,0,-0.17,-0.18,0.05,0.98,0.0,-0.23,0.0,0.34
Bacteria,Enterococcus avium ( 33945 ),Enterococcus ( 1350 ),0,0,0,-0.14,-0.23,0.05,0.2,0.0,0.0,0.0,0.0
Bacteria,Streptococcus suis ( 1307 ),Streptococcus ( 1301 ),0,0,0,-0.18,-0.18,0.05,0.98,0.0,-0.23,0.0,0.34
Bacteria,Streptococcus dysgalactiae ( 1334 ),Streptococcus ( 1301 ),0,0,0,-0.18,-0.18,0.05,0.98,0.0,-0.23,0.0,0.34
Bacteria,Weissella ceti ( 759620 ),Weissella ( 46255 ),0,0,0,-0.17,-0.19,0.05,0.05,0.0,0.0,0.0,0.0
