Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),342783,141180,17799,99.0,1.59,1034.06,2860.63,99.0,4.63,392.0,1178.47
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),27132,7907,17799,4.85,1.59,643.09,2860.63,26.69,4.63,179.41,1178.47
Bacteria,Veillonella atypica ( 39777 ),Veillonella ( 29465 ),11256,2834,953,99.0,2.0,1.6,156.64,78.93,4.09,33.91,142.76
Bacteria,Gemella haemolysans ( 1379 ),Gemella ( 1378 ),9873,896,12,1.48,0.23,0.88,1.14,12.68,11.03,70.61,87.43
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),7672,640,224,65.63,11.94,9.14,9.14,18.34,12.58,2.22,7.17
Bacteria,Veillonella dispar ( 39778 ),Veillonella ( 29465 ),5856,1456,953,99.0,2.0,0.46,156.64,41.03,4.09,34.37,142.76
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),4432,1137,611,1.15,0.71,117.99,121.24,18.38,4.33,54.5,57.86
Bacteria,Granulicatella adiacens ( 46124 ),Granulicatella ( 117563 ),4399,902,2,45.06,1.02,0.26,0.46,26.85,4.92,33.19,43.77
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),3316,2069,393,9.82,2.39,114.12,128.36,21.01,0.67,45.16,88.77
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),2891,712,17799,0.8,1.59,166.81,2860.63,19.3,4.63,29.99,1178.47
Bacteria,Veillonella parvula ( 29466 ),Veillonella ( 29465 ),2299,714,953,1.99,2.0,149.06,156.64,15.73,4.09,26.53,142.76
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),2175,585,17799,0.72,1.59,245.57,2860.63,3.37,4.63,121.44,1178.47
Bacteria,Veillonella sp. OK1 ( 1096935 ),Veillonella ( 29465 ),1854,722,953,100.0,2.0,5.26,156.64,100.0,4.09,1.96,142.76
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),1102,275,17799,0.25,1.59,224.36,2860.63,1.93,4.63,113.7,1178.47
Panarthropoda,Euphydryas editha ( 104508 ),Euphydryas ( 104501 ),1032,10,10,100.0,100.0,0.1,0.1,0.0,0.0,0.0,0.0
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),1031,257,17799,0.99,1.59,53.32,2860.63,12.05,4.63,16.98,1178.47
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),897,558,17799,20.04,1.59,27.77,2860.63,3.58,4.63,0.67,1178.47
Bacteria,Streptococcus vestibularis ( 1343 ),Streptococcus ( 1301 ),855,187,17799,20.2,1.59,0.21,2860.63,18.04,4.63,10.17,1178.47
Bacteria,Streptococcus sp. I-P16 ( 1156433 ),Streptococcus ( 1301 ),696,435,17799,9.17,1.59,47.43,2860.63,0.55,4.63,0.98,1178.47
Mammalia,Bison bonasus ( 9902 ),Bison ( 9900 ),589,15,15,99.0,38.43,0.15,0.41,0.0,0.0,0.0,0.0
Bacteria,Streptococcus sp. VT 162 ( 1419814 ),Streptococcus ( 1301 ),522,275,17799,1.43,1.59,173.99,2860.63,53.25,4.63,0.52,1178.47
Viridiplantae (green plants),Sphaerocarpos donnellii ( 39027 ),Sphaerocarpos ( 37409 ),516,5,5,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Volucribacter psittacicida ( 203482 ),Volucribacter ( 256730 ),516,5,5,100.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Streptococcus phage O1205 ( 85154 ),Sfi1unalikevirus ( 1623303 ),475,10,4,100.0,46.09,0.1,0.1,0.0,0.0,0.0,0.0
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),467,255,17799,2.0,1.59,117.94,2860.63,7.51,4.63,2.63,1178.47
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),435,104,17799,2.32,1.59,6.55,2860.63,59.4,4.63,1.5,1178.47
Bacteria,Bergeriella denitrificans ( 494 ),Bergeriella ( 334108 ),430,4,4,91.33,91.33,0.05,0.05,0.0,0.0,0.0,0.0
Bacteria,Streptococcus infantis ( 68892 ),Streptococcus ( 1301 ),340,110,17799,29.65,1.59,1.91,2860.63,4.37,4.63,12.39,1178.47
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),324,71,17799,0.1,1.59,18.01,2860.63,3.52,4.63,19.77,1178.47
Mammalia,Bison bison ( 9901 ),Bison ( 9900 ),262,6,15,26.51,38.43,0.26,0.41,0.0,0.0,0.0,0.0
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),254,161,17799,4.7,1.59,34.43,2860.63,-0.11,4.63,6.19,1178.47
Bacteria,Streptococcus mutans ( 1309 ),Streptococcus ( 1301 ),246,53,17799,0.1,1.59,2.68,2860.63,27.8,4.63,1.91,1178.47
