Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),1580,53,39,93.43,0.18,0.4,0.4,99.0,99.0,0.16,0.16
Viruses,Human herpesvirus 4 ( 10376 ),Lymphocryptovirus ( 10375 ),77,9,16,6.81,6.81,0.96,0.96,10.17,10.17,0.32,0.32
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),2,0,0,6.1,6.1,0.08,0.08,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.75,0.75,0.88,0.88,0.0,0.0,0.0,0.0
Mammalia,Microtus ochrogaster ( 79684 ),Microtus ( 10053 ),0,0,0,0.64,0.64,0.08,0.08,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.6,0.6,0.08,0.08,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.4,0.39,0.16,0.16,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.17,0.17,0.24,0.24,0.0,0.0,0.0,0.0
Viruses,Torque teno virus ( 68887 ),No genus ( -1 ),0,0,0,0.48,0.0,0.08,0.0,0.0,0.0,0.0,0.0
Bacteria,Proteus mirabilis ( 584 ),Proteus ( 583 ),0,0,0,-0.03,-0.05,0.4,0.4,0.01,-0.03,0.08,0.08
Bacteria,Bifidobacterium dentium ( 1689 ),Bifidobacterium ( 1678 ),0,0,0,-0.09,-0.21,0.08,0.08,0.0,-0.41,0.0,0.08
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),0,0,0,-0.1,-0.1,0.16,0.0,0.0,0.0,0.0,0.0
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.16,-0.16,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),0,0,0,-0.11,-0.22,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),0,0,0,-0.2,-0.18,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Citrobacter rodentium ( 67825 ),Citrobacter ( 544 ),0,0,0,-0.17,-0.28,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Xanthomonas campestris ( 339 ),Xanthomonas ( 338 ),0,0,0,-0.2,-0.27,0.08,0.0,0.0,0.0,0.0,0.0
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),0,0,0,-0.19,-0.3,0.08,0.0,0.0,0.0,0.0,0.0
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.28,-0.25,0.08,0.16,0.0,0.0,0.0,0.0
Acidovorax,Acidovorax sp. KKS102 ( 358220 ),Acidovorax ( 12916 ),0,0,0,-0.27,-0.26,0.08,0.08,0.0,0.0,0.0,0.0
Bacteria,Corynebacterium ureicelerivorans ( 401472 ),Corynebacterium ( 1716 ),0,0,0,-0.34,-0.24,0.16,0.0,-0.34,-0.16,0.08,0.08
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.24,0.0,0.0,0.0,0.0,0.0
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),0,0,0,-0.13,-0.16,0.88,0.88,-0.1,-0.12,0.32,0.48
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,0,0,2.27,-0.25,0.08,0.16,0.0,0.0,0.0,0.0
