Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 1 ( 10298 ),Simplexvirus ( 10294 ),5521590,55773,77494,100.0,99.0,390.63,391.39,99.0,99.0,168.79,173.82
Fungi,Histoplasma capsulatum ( 5037 ),Histoplasma ( 5036 ),1302850,13160,16674,99.0,99.0,84.21,84.21,99.0,99.0,48.72,48.72
Fungi,Blastomyces dermatitidis ( 5039 ),Blastomyces ( 229219 ),65355,671,775,99.0,99.0,6.64,6.64,17.78,17.78,0.78,0.78
Viruses,Human herpesvirus 2 ( 10310 ),Simplexvirus ( 10294 ),39177,395,77494,100.0,99.0,0.58,391.39,100.0,99.0,3.38,173.82
Viruses,Cercopithecine herpesvirus 2 ( 10317 ),Simplexvirus ( 10294 ),5332,53,77494,99.0,99.0,0.05,391.39,100.0,99.0,0.49,173.82
Viruses,Saimiriine herpesvirus 1 ( 10353 ),Simplexvirus ( 10294 ),3625,36,77494,100.0,99.0,0.01,391.39,100.0,99.0,0.36,173.82
Viruses,Macacine herpesvirus 1 ( 10325 ),Simplexvirus ( 10294 ),3146,31,77494,54.05,99.0,0.06,391.39,100.0,99.0,0.28,173.82
Viruses,Papiine herpesvirus 2 ( 340907 ),Simplexvirus ( 10294 ),1107,11,77494,100.0,99.0,0.05,391.39,100.0,99.0,0.06,173.82
Fungi,Gremmeniella abietina ( 127520 ),Gremmeniella ( 52285 ),101,1,1,100.0,100.0,0.01,0.01,0.0,0.0,0.0,0.0
Fungi,Ophidiomyces ophiodiicola ( 1387563 ),Ophidiomyces ( 1387562 ),101,1,1,100.0,100.0,0.01,0.01,0.0,0.0,0.0,0.0
Fungi,Monilinia fructigena ( 38457 ),Monilinia ( 38447 ),101,1,1,100.0,100.0,0.01,0.01,0.0,0.0,0.0,0.0
Viruses,Human herpesvirus 4 ( 10376 ),Lymphocryptovirus ( 10375 ),98,10,17,6.39,6.39,0.91,0.91,12.28,12.94,0.39,0.41
Fungi,Paracoccidioides sp. 'lutzii' ( 1048829 ),Paracoccidioides ( 38946 ),29,9,13,6.52,1.8,1.04,1.58,9.19,6.92,0.26,0.33
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),13,37,1,10.35,0.38,2.47,2.76,9.75,0.3,1.18,1.23
Fungi,Emmonsia sp. AB-2012-1 ( 1268156 ),Emmonsia ( 73229 ),3,1,0,100.0,3.62,0.01,0.01,0.0,3.65,0.0,0.4
Fungi,Coccidioides immitis ( 5501 ),Coccidioides ( 5500 ),2,1,0,4.65,2.22,0.22,0.31,0.69,0.66,0.09,0.1
Fungi,Paracoccidioides brasiliensis ( 121759 ),Paracoccidioides ( 38946 ),1,0,13,0.55,1.8,0.54,1.58,2.14,6.92,0.06,0.33
Viruses,Bovine herpesvirus 5 ( 35244 ),Varicellovirus ( 10319 ),0,2,0,74.8,0.4,0.03,0.03,0.0,18.85,0.0,0.08
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.3,1.37,0.36,0.38,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.64,0.64,0.79,0.79,0.01,0.01,0.02,0.02
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),0,0,0,9.49,1.37,0.02,0.38,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.31,1.31,0.13,0.13,0.0,0.0,0.0,0.0
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,0,1,1.92,0.38,0.28,2.76,1.71,0.3,0.02,1.23
Fungi,Coccidioides posadasii ( 199306 ),Coccidioides ( 5500 ),0,0,0,0.59,2.22,0.08,0.31,0.31,0.66,0.01,0.1
Fungi,Botryosphaeria dothidea ( 55169 ),Botryosphaeria ( 45132 ),0,0,0,28.26,0.34,0.01,0.01,0.0,0.0,0.0,0.0
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.34,0.34,0.37,0.37,0.0,0.0,0.0,0.0
Fungi,Uncinocarpus reesii ( 33188 ),Uncinocarpus ( 33187 ),0,0,0,0.68,0.68,0.05,0.05,0.54,0.54,0.03,0.03
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,1.23,1.23,0.02,0.02,0.0,0.0,0.0,0.0
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.26,0.31,0.22,0.25,0.0,0.0,0.0,0.0
Mammalia,Chlorocebus aethiops ( 9534 ),Chlorocebus ( 392815 ),0,0,0,0.95,0.31,0.03,0.25,0.0,0.0,0.0,0.0
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.31,0.31,0.02,0.02,0.0,0.0,0.0,0.0
Fungi,Arthrobotrys oligospora ( 13349 ),Orbilia ( 47022 ),0,0,0,0.15,0.15,0.01,0.01,0.0,0.0,0.0,0.0
Artificial Sequences,YAC construction vector pRML1 ( 410732 ),No genus ( -1 ),0,93,0,99.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,unidentified cloning vector ( 45196 ),No genus ( -1 ),0,0,0,-0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Viruses,Chimpanzee alpha-1 herpesvirus ( 332937 ),No genus ( -1 ),0,106,0,100.0,0.0,0.12,0.0,100.0,0.0,0.95,0.0
Artificial Sequences,Cloning vector pOPI3Cat ( 44740 ),No genus ( -1 ),0,0,0,2.42,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector svPHEP ( 106075 ),No genus ( -1 ),0,12,0,88.7,0.0,0.14,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pTCF ( 106076 ),No genus ( -1 ),0,0,0,29.55,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pREX1LC ( 162323 ),No genus ( -1 ),0,3,0,100.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pWSTK2 ( 512281 ),No genus ( -1 ),0,70,0,100.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pTarg1 ( 189840 ),No genus ( -1 ),0,2,0,100.0,0.0,0.01,0.0,100.0,0.0,0.01,0.0
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Baculovirus expression vector pCTdual ( 1129736 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pBAC-FB ( 946237 ),No genus ( -1 ),0,13,0,100.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Shuttle vector pDL276 ( 111474 ),No genus ( -1 ),0,0,0,0.31,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Viruses,Torque teno virus ( 68887 ),No genus ( -1 ),0,0,0,-0.44,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector prvPtrap ( 495546 ),No genus ( -1 ),0,9,0,100.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Expression vector pYM70 ( 754152 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Human artificial chromosome vector 21HAC4 ( 751903 ),No genus ( -1 ),0,2,0,100.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Unclassified Sequence (synthetic),uncultured microorganism ( 358574 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pHPmF1 ( 1070442 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Other sequences (vectors),Plasmid pHKK701 ( 38320 ),No genus ( -1 ),0,0,0,14.39,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pBACe4 ( 54008 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Gene-trapping transposon vector pUPATrap-CTP2F ( 1091319 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Tol2 transposon-based gene trap vector pT2F2-SAhygpA-NP21-Rev ( 947498 ),No genus ( -1 ),0,18,0,100.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Acidithiobacillus phage AcaML1 ( 1229761 ),No genus ( -1 ),0,0,0,-0.18,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Gene trap vector pCMT-SAhygpA-NP21 ( 947494 ),No genus ( -1 ),0,8,0,100.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Shuttle vector phcAd.DYS-FL ( 476186 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Co-reporter vector pHRL-TK ( 159303 ),No genus ( -1 ),0,33,0,100.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Co-reporter vector phRG-TK ( 159300 ),No genus ( -1 ),0,2,0,100.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Artificial Sequences,Cloning vector pSRalphahygro ( 279777 ),No genus ( -1 ),0,1,0,100.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Viruses,TTV-like mini virus ( 93678 ),No genus ( -1 ),0,0,0,-0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0
