Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Klebsiella oxytoca ( 571 ),Klebsiella ( 570 ),708032,57573,18625,46.99,12.74,1173.71,1238.77,9.95,2.3,243.06,420.59
Bacteria,Klebsiella sp. PAMU-1.2 ( 244225 ),Klebsiella ( 570 ),3542,278,18625,99.0,12.74,2.81,1238.77,0.0,2.3,0.0,420.59
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),2199,184,18625,11.38,12.74,14.96,1238.77,21.83,2.3,0.63,420.59
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),1588,18,117,2.33,2.59,0.99,1.15,100.0,100.0,0.16,0.16
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),1326,497,263,0.67,0.42,73.65,79.03,12.23,2.91,36.65,40.01
Eukaryotes,Trichodina heterodentata ( 300408 ),Trichodina ( 197893 ),1187,11,11,100.0,100.0,0.12,0.12,0.0,0.0,0.0,0.0
Bacteria,Klebsiella sp. CGMCC 4433 ( 1213403 ),Klebsiella ( 570 ),806,63,18625,100.0,12.74,0.63,1238.77,0.0,2.3,0.0,420.59
Viruses,Human herpesvirus 7 ( 10372 ),Roseolovirus ( 40272 ),791,7,7,100.0,100.0,0.04,0.04,100.0,100.0,0.04,0.04
Bacteria,Klebsiella sp. Y1(2011) ( 979618 ),Klebsiella ( 570 ),632,59,18625,100.0,12.74,0.47,1238.77,100.0,2.3,0.12,420.59
Bacteria,Neisseria sicca ( 490 ),Neisseria ( 482 ),503,179,232,-0.06,1.71,0.24,51.56,11.82,2.8,15.2,40.56
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),460,18,355,4.35,4.35,3.4,3.4,100.0,100.0,0.04,0.04
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),273,21,18625,0.47,12.74,45.59,1238.77,0.02,2.3,22.24,420.59
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),219,128,232,15.21,1.71,8.43,51.56,-0.0,2.8,0.16,40.56
Fungi,Candida tropicalis ( 5482 ),Candida ( 1535326 ),215,273,6,61.21,0.82,3.76,4.71,28.56,0.61,1.5,1.94
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),214,121,232,5.42,1.71,21.37,51.56,1.27,2.8,4.35,40.56
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),202,21,20,9.71,9.58,2.18,2.18,0.0,0.0,0.0,0.0
Bacteria,Neisseria macacae ( 496 ),Neisseria ( 482 ),112,40,232,-0.08,1.71,0.04,51.56,19.9,2.8,2.02,40.56
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),88,51,232,7.12,1.71,7.16,51.56,0.62,2.8,0.47,40.56
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),63,5,5,12.67,12.67,0.4,0.4,0.0,0.0,0.0,0.0
Bacteria,Enterobacter aerogenes ( 548 ),Enterobacter ( 547 ),62,209,16,10.05,0.07,11.95,24.61,10.94,0.61,8.19,20.62
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),42,11,13,3.69,3.69,3.13,3.13,0.77,0.77,0.08,0.08
Bacteria,Raoultella ornithinolytica ( 54291 ),Raoultella ( 160674 ),42,35,58,1.32,1.18,26.47,26.51,0.91,1.02,0.83,1.42
Bacteria,Neisseria subflava ( 28449 ),Neisseria ( 482 ),33,19,232,53.57,1.71,0.36,51.56,2.9,2.8,0.16,40.56
