Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Staphylococcus phage 77 ( 259901 ),77likevirus ( 1623274 ),440,5,14,7.33,8.49,0.13,0.13,100.0,99.0,0.04,0.04
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),178,217,841,0.14,0.14,597.91,604.6221572641817,1.1,1.25,121.48,173.46
Bacteria,Escherichia albertii ( 208962 ),Escherichia ( 561 ),3,9,841,2.97,0.14,2.4,604.6221572641817,2.89,1.25,0.79,173.46
Bacteria,Shigella flexneri ( 623 ),Shigella ( 620 ),1,2,16,-0.07,-0.06,26.67,56.66,0.51,0.36,9.6,11.09
Bacteria,Escherichia fergusonii ( 564 ),Escherichia ( 561 ),1,1,841,0.19,0.14,4.67,604.6221572641817,3.31,1.25,0.31,173.46
Caudovirales (dsDNA phages),Staphylococcus phage 80 ( 405947 ),Phietalikevirus ( 1623298 ),1,4,0,93.8,0.33,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),1,0,0,2.47,2.47,0.22,0.22,0.0,0.0,0.0,0.0
Bacteria,Citrobacter koseri ( 545 ),Citrobacter ( 544 ),0,3,1,0.62,0.29,5.33,5.81,0.45,-0.1,0.79,0.87
Bacteria,Escherichia sp. AI(2010) ( 755096 ),Escherichia ( 561 ),0,4,841,100.0,0.14,0.04,604.6221572641817,0.0,1.25,0.0,173.46
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,2.52,2.52,0.09,0.09,0.0,0.0,0.0,0.0
Bacteria,Shigella sonnei ( 624 ),Shigella ( 620 ),0,0,16,-0.07,-0.06,7.07,56.66,6.21,0.36,0.13,11.09
Bacteria,Yersinia pestis ( 632 ),Yersinia ( 629 ),0,3,0,1.98,0.04,1.83,2.1,-0.0,-0.18,0.04,0.7
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.49,0.49,0.48,0.48,0.0,0.0,0.0,0.0
Amoebozoa,Entamoeba dispar ( 46681 ),Entamoeba ( 5758 ),0,0,0,1.37,0.95,0.04,0.04,0.0,0.0,0.0,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.26,0.25,0.13,0.13,0.0,0.0,0.0,0.0
