Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 7 ( 10372 ),Roseolovirus ( 40272 ),736,7,7,100.0,100.0,0.04,0.04,100.0,100.0,0.04,0.04
Fungi,Candida glabrata ( 5478 ),Nakaseomyces ( 374468 ),16,2,4,0.44,0.42,0.7,0.7,7.62,6.47,0.33,0.33
Viruses,Human herpesvirus 4 ( 10376 ),Lymphocryptovirus ( 10375 ),3,0,1,1.19,1.19,0.18,0.18,4.56,4.56,0.15,0.15
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.49,0.49,0.48,0.48,0.0,0.0,0.0,0.0
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.01,1.01,0.11,0.11,0.0,0.0,0.0,0.0
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.22,0.22,0.48,0.48,0.0,0.0,0.0,0.0
Caudovirales (dsDNA phages),Staphylococcus phage vB_SepS_SEP9 ( 1434319 ),No genus ( -1 ),0,1,0,17.54,0.0,0.04,0.0,31.92,0.0,0.04,0.0
Unclassified Phage,Staphylococcus phage phiIBB-SEP1 ( 1340769 ),No genus ( -1 ),0,0,0,0.22,0.0,0.04,0.0,0.07,0.0,0.04,0.0
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,-0.0,-0.01,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Campylobacter fetus ( 196 ),Campylobacter ( 194 ),0,0,0,-0.01,-0.19,0.04,0.11,0.0,-0.23,0.0,0.07
Bacteria,Streptobacillus moniliformis ( 34105 ),Streptobacillus ( 34104 ),0,0,0,-0.1,-0.1,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Ochrobactrum anthropi ( 529 ),Ochrobactrum ( 528 ),0,0,0,-0.1,-0.1,0.04,0.04,0.0,-0.12,0.0,0.04
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),0,0,0,-0.18,-0.18,0.04,1.25,0.0,-0.23,0.0,0.37
Bacteria,Prevotella dentalis ( 52227 ),Prevotella ( 838 ),0,0,0,-0.18,-0.22,0.04,0.15,0.0,-0.16,0.0,0.11
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.14,-0.15,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Campylobacter concisus ( 199 ),Campylobacter ( 194 ),0,0,0,-0.11,-0.19,0.07,0.11,0.0,-0.23,0.0,0.07
Bacteria,Fretibacterium fastidiosum ( 651822 ),Fretibacterium ( 1434006 ),0,0,0,-0.21,-0.21,0.04,0.04,0.0,0.0,0.0,0.0
Bacteria,Delftia sp. Cs1-4 ( 742013 ),Delftia ( 80865 ),0,0,0,-0.2,-0.11,0.07,0.07,0.0,0.0,0.0,0.0
Bacteria,Treponema putidum ( 221027 ),Treponema ( 157 ),0,0,0,-0.22,-0.23,0.04,0.07,0.0,-0.34,0.0,0.11
